"Time (s)" "Gyroscope x (rad/s)" "Gyroscope y (rad/s)" "Gyroscope z (rad/s)"
7.900379080E-1 -1.450368576E-2 5.377359316E-2 1.790707745E-2
7.940379080E-1 -1.422443334E-2 6.080726907E-2 2.794272080E-2
7.980379080E-1 -7.365289610E-3 5.555383116E-2 2.862340026E-2
8.020379080E-1 -2.111848444E-3 5.672319978E-2 1.736602560E-2
8.060379080E-1 5.550147034E-3 5.932373926E-2 3.857177682E-3
8.100379080E-1 1.989675313E-2 3.279473633E-2 -5.794493016E-3
8.140379080E-1 4.185299575E-2 -2.834414691E-2 -1.750565320E-2
8.180379080E-1 5.679301545E-2 -8.391542733E-2 -3.019419685E-2
8.220379080E-1 4.895648360E-2 -9.108873457E-2 -4.132939503E-2
8.260379080E-1 1.783726551E-2 -3.708824515E-2 -4.530874640E-2
8.300379080E-1 -1.811651699E-2 2.405063622E-2 -4.166100919E-2
8.340394700E-1 -3.115412779E-2 1.820378378E-2 -3.033382259E-2
8.380410330E-1 -2.638937905E-2 -3.921754658E-2 -1.848303713E-2
8.420379080E-1 -2.422516979E-2 -7.248352468E-2 -1.103048120E-2
8.460379080E-1 -2.741912194E-2 -6.052801758E-2 -1.118756086E-2
8.500379080E-1 -3.234095126E-2 -3.433062509E-2 -1.139700040E-2
8.540379080E-1 -3.241076320E-2 -9.896016680E-3 -2.722713631E-3
8.580379080E-1 -2.972295694E-2 1.438151300E-2 9.023352526E-3
8.620394700E-1 -2.300344035E-2 3.426081315E-2 1.886700839E-2
8.660379080E-1 -7.993607782E-3 4.607669264E-2 2.534218132E-2
8.700379080E-1 6.126105785E-3 4.750786349E-2 2.085668407E-2
8.740379080E-1 2.111848444E-2 4.365068302E-2 1.411971357E-2
8.780379080E-1 3.344050795E-2 4.084070399E-2 7.243116386E-3
8.820379080E-1 4.628613219E-2 2.687807009E-2 -7.155850180E-4
8.860379080E-1 5.703736097E-2 -8.203047328E-4 -4.293509759E-3
8.900379080E-1 6.494370103E-2 -5.621705577E-2 -7.190756500E-3
8.940441580E-1 6.161012128E-2 -1.173733920E-1 -2.792526793E-4
8.980379080E-1 3.426081315E-2 -1.163785532E-1 1.026253588E-2
9.020379080E-1 -1.321214251E-2 -5.120795965E-2 2.188642882E-2
9.060379080E-1 -5.770058557E-2 6.230825558E-3 3.124139272E-2
9.100379080E-1 -7.248352468E-2 -3.892084118E-3 3.309144080E-2
9.140379080E-1 -6.832963973E-2 -5.897467583E-2 2.708750963E-2
9.180379080E-1 -5.955063552E-2 -9.253735840E-2 1.740093343E-2
9.220379080E-1 -5.215043947E-2 -8.187339455E-2 1.155408006E-2
9.260379080E-1 -4.584980011E-2 -4.035201296E-2 8.674286306E-3
9.300379080E-1 -3.970624134E-2 -2.129301662E-3 1.137954649E-2
9.340379080E-1 -2.591813914E-2 3.117158078E-2 1.750565320E-2
9.380379080E-1 -6.806783844E-3 5.609488115E-2 2.122320421E-2
9.420379080E-1 1.818633080E-2 7.075564563E-2 2.309070528E-2
9.460379080E-1 4.382521659E-2 6.703809649E-2 3.244566917E-2
9.500379080E-1 6.422811747E-2 5.686282739E-2 4.888667166E-2
9.540379080E-1 6.878342479E-2 5.511749908E-2 7.229153812E-2
9.580379080E-1 6.304129213E-2 5.902703479E-2 9.707520902E-2
9.620379080E-1 5.160938576E-2 4.518657550E-2 1.245990545E-1
9.660379080E-1 3.703588620E-2 1.068141498E-2 1.579697430E-1
9.700379080E-1 1.593485661E-2 -9.459684603E-3 1.859473735E-1
9.740379080E-1 -1.078613475E-2 -1.710422710E-2 2.156528831E-1
9.780379080E-1 -3.476695716E-2 -3.262020275E-2 2.447824329E-1
9.820379080E-1 -4.975933582E-2 -5.609488115E-2 2.725506127E-1
9.860379080E-1 -5.998696759E-2 -7.850491256E-2 3.023608327E-1
9.900379080E-1 -6.490879506E-2 -8.796459436E-2 3.346843421E-1
9.940379080E-1 -6.590363383E-2 -8.244935423E-2 3.682470322E-1
9.980379080E-1 -6.239552051E-2 -6.895796210E-2 4.015479088E-1
1.002037908E0 -5.260422453E-2 -5.880014226E-2 4.354945421E-1
1.006037908E0 -3.740240633E-2 -5.345943570E-2 4.689001441E-1
1.010037908E0 -2.183406800E-2 -3.851941600E-2 5.028991699E-1
1.014037908E0 -9.791296907E-3 -1.158898603E-2 5.399001241E-1
1.018037908E0 -2.286381321E-3 1.363102160E-2 5.739515424E-1
1.022037908E0 4.310963210E-3 3.227113932E-2 6.046518683E-1
1.026037908E0 1.281071641E-2 4.180063680E-2 6.341828108E-1
1.030037908E0 1.443387289E-2 4.307472706E-2 6.668553948E-1
1.034037908E0 1.485275198E-2 3.331833705E-2 7.074342966E-1
1.038037908E0 1.179842558E-2 2.279400080E-2 7.449763417E-1
1.042037908E0 4.084070213E-3 2.153736353E-2 7.823089361E-1
1.046037908E0 -2.146754880E-3 1.898918301E-2 8.138819337E-1
1.050037908E0 -4.974188283E-3 7.766715251E-3 8.362570405E-1
1.054037908E0 -1.066396199E-2 1.064650831E-3 8.542688489E-1
1.058037908E0 -1.953023486E-2 -5.759586580E-3 8.752302527E-1
1.062037908E0 -2.680825815E-2 -2.246238664E-2 8.951444626E-1
1.066037908E0 -3.562216833E-2 -3.359758854E-2 9.129991531E-1
1.070037908E0 -4.351105914E-2 -3.574434295E-2 9.241169095E-1
1.074037908E0 -4.495968297E-2 -4.546582699E-2 9.346936345E-1
1.078041033E0 -4.157374427E-2 -5.991715193E-2 9.443627596E-1
1.082041033E0 -4.054399952E-2 -5.604252219E-2 9.563705921E-1
1.086037908E0 -4.522148147E-2 -2.008873969E-2 9.640325904E-1
1.090037908E0 -5.007349700E-2 1.490511186E-2 9.705426693E-1
1.094037908E0 -4.066617042E-2 1.111774705E-2 9.771924019E-1
1.098037908E0 -1.968731359E-2 -2.331759781E-2 9.830043316E-1
1.102041033E0 -2.600540640E-3 -3.731513768E-2 9.882752299E-1
1.106037908E0 -8.552113432E-4 -1.717403904E-2 9.892176986E-1
1.110037908E0 -8.534659632E-3 2.464404888E-2 9.879436493E-1
1.114050408E0 -2.078687213E-2 7.546803355E-2 9.900031090E-1
1.118037908E0 -2.504547499E-2 9.150761366E-2 9.977872968E-1
1.122037908E0 -4.345869645E-3 4.120722413E-2 1.000876546E0
1.126037908E0 1.809906401E-2 -2.604031190E-2 1.001208067E0
1.130037908E0 2.094395086E-2 -6.077236310E-2 1.007473826E0
1.134037908E0 6.614797749E-3 -4.724606127E-2 1.018731236E0
1.138037908E0 -1.396263391E-2 -1.310742274E-2 1.030861259E0
1.142037908E0 -3.185226023E-2 6.195918657E-3 1.038540721E0
1.146037908E0 -3.710569814E-2 -3.508111695E-3 1.039640307E0
1.150037908E0 -3.757693991E-2 -2.712241560E-2 1.039326072E0
1.154037908E0 -3.077015467E-2 -7.225663215E-2 1.035643458E0
1.158037908E0 -2.626720443E-2 -1.066745222E-1 1.033304691E0
1.162037908E0 -3.382448107E-2 -8.391542733E-2 1.039622784E0
1.166037908E0 -4.845033959E-2 -2.343977243E-2 1.047756076E0
1.170037908E0 -5.033529550E-2 1.781981252E-2 1.052136779E0
1.174037908E0 -3.771656379E-2 3.455751808E-3 1.058228016E0
1.178037908E0 -1.305506285E-2 -4.384266958E-2 1.062538981E0
1.182037908E0 4.677482415E-3 -5.682792142E-2 1.066064596E0
1.186037908E0 7.208209950E-3 -3.008947708E-2 1.078561068E0
1.190037908E0 -5.969026126E-3 1.514945831E-2 1.105439186E0
1.194037908E0 -1.425934024E-2 3.375466913E-2 1.138827324E0
1.198037908E0 -1.490511186E-2 3.314380348E-2 1.163035035E0
1.202037908E0 -1.265363675E-2 2.593559213E-2 1.183350682E0
1.206037908E0 -5.305801053E-3 -1.535889693E-3 1.197226048E0
1.210037908E0 -2.460914198E-3 -2.890265174E-2 1.209251404E0
1.214037908E0 -1.181587856E-2 -3.635520861E-2 1.229846239E0
1.218037908E0 -2.495820820E-2 -2.638937905E-2 1.254804492E0
1.222037908E0 -3.410373256E-2 -4.956734832E-3 1.269901514E0
1.226037908E0 -3.167772666E-2 -8.953538723E-3 1.271594524E0
1.230037908E0 -1.809906401E-2 -5.682792142E-2 1.262379169E0
1.234037908E0 -1.001818944E-2 -8.716174215E-2 1.257108331E0
1.238037908E0 -1.754055917E-2 -5.098106712E-2 1.257387519E0
1.242037908E0 -3.216641769E-2 5.637413356E-3 1.261977792E0
1.246037908E0 -3.419100121E-2 2.197369561E-2 1.262431502E0
1.250037908E0 -2.026327327E-2 -1.609193534E-2 1.257893682E0
1.254037908E0 -5.619960371E-3 -4.687954485E-2 1.249463797E0
1.258037908E0 -5.253441166E-3 -2.300344035E-2 1.243058443E0
1.262037908E0 -1.090830751E-2 2.406809106E-2 1.232813358E0
1.266037908E0 -9.058258496E-3 3.007202223E-2 1.220194578E0
1.270037908E0 -3.141592606E-4 0.000000000E0 1.210577846E0
1.274037908E0 7.853982039E-3 -2.881538495E-2 1.199809194E0
1.278037908E0 2.757620299E-3 -1.483529899E-2 1.189459324E0
1.282037908E0 -8.796459064E-3 1.837831736E-2 1.187661648E0
1.286037908E0 -1.514945831E-2 2.164208330E-2 1.186614394E0
1.290037908E0 -1.558579039E-2 -9.267698042E-3 1.178952456E0
1.294044158E0 -1.614429615E-2 -3.378957510E-2 1.166717649E0
1.298037908E0 -2.141519077E-2 -3.324852139E-2 1.154500365E0
1.302037908E0 -2.986258268E-2 -2.900737152E-2 1.145738840E0
1.306037908E0 -3.176499158E-2 -4.281292483E-2 1.141794443E0
1.310037908E0 -3.602359444E-2 -4.598942399E-2 1.138216496E0
1.314037908E0 -3.925245628E-2 -4.511675984E-2 1.130222917E0
1.318037908E0 -2.850122750E-2 -7.108726352E-2 1.114427686E0
1.322037908E0 -2.881538495E-2 -6.141813472E-2 1.102315068E0
1.326037908E0 -4.939281940E-2 1.340412907E-2 1.104269862E0
1.330037908E0 -5.948081985E-2 6.675884128E-2 1.118023038E0
1.334037908E0 -4.115486518E-2 3.504621238E-2 1.137134314E0
1.338037908E0 -1.424188633E-2 -3.825761750E-2 1.154325843E0
1.342037908E0 1.263618376E-2 -1.109156758E-1 1.157764196E0
1.346037908E0 1.788962446E-2 -1.154709831E-1 1.157415032E0
1.350037908E0 -1.101302728E-2 -1.954768784E-2 1.164413810E0
1.354037908E0 -4.567526653E-2 7.860963047E-2 1.181587934E0
1.358037908E0 -4.857251421E-2 7.792895287E-2 1.200978518E0
1.362037908E0 -2.687807009E-2 7.086036727E-3 1.212515116E0
1.366037908E0 -9.285151958E-3 -4.314453900E-2 1.205289483E0
1.370037908E0 -2.214822732E-2 1.239183708E-3 1.197208643E0
1.374037908E0 -4.963716492E-2 9.634217620E-2 1.191798091E0
1.378037908E0 -4.450589418E-2 1.013861746E-1 1.178516150E0
1.382037908E0 -1.481784508E-2 1.457349956E-2 1.154866934E0
1.386037908E0 1.579522900E-2 -9.051277488E-2 1.120414138E0
1.390037908E0 2.923426405E-2 -1.352804750E-1 1.079643250E0
1.394037908E0 1.017526910E-2 -8.553858846E-2 1.054388285E0
1.398037908E0 -3.378957510E-2 2.802998759E-2 1.052485943E0
1.402037908E0 -6.431538612E-2 9.456194192E-2 1.053672671E0
1.406037908E0 -5.808455870E-2 5.494296551E-2 1.045242786E0
1.410037908E0 -4.333652556E-2 -4.398229532E-3 1.032519341E0
1.414037908E0 -3.766420484E-2 -2.127556317E-2 1.018347263E0
1.418037908E0 -4.673991725E-2 1.558579039E-2 1.008486152E0
1.422037908E0 -5.124286562E-2 5.628686771E-2 9.917659163E-1
1.426037908E0 -3.780383244E-2 4.586725309E-2 9.737017155E-1
1.430037908E0 -1.216494478E-2 -1.527163107E-2 9.583079219E-1
1.434037908E0 1.574287005E-2 -9.119345248E-2 9.399994016E-1
1.438037908E0 2.289872058E-2 -1.146855876E-1 9.278170466E-1
1.442037908E0 -1.073377486E-2 -2.464404888E-2 9.233140945E-1
1.446037908E0 -5.510004610E-2 9.037315100E-2 9.128071666E-1
1.450037908E0 -6.141813472E-2 1.036201939E-1 9.011833072E-1
1.454037908E0 -3.970624134E-2 2.069960535E-2 8.918457627E-1
1.458037908E0 -2.211332135E-2 -5.354670063E-2 8.720886707E-1
1.462037908E0 -1.918116771E-2 -6.630505621E-2 8.514239788E-1
1.466037908E0 -3.108431399E-2 -1.829105057E-2 8.300960660E-1
1.470037908E0 -4.564036056E-2 3.694862127E-2 8.017867804E-1
1.474037908E0 -2.960078418E-2 9.861109778E-3 7.787484527E-1
1.478037908E0 2.094395168E-4 -6.642723083E-2 7.607017756E-1
1.482037908E0 1.312487572E-2 -9.571385384E-2 7.453079224E-1
1.486037908E0 9.704031050E-3 -7.695156336E-2 7.295650840E-1
1.490037908E0 -7.417649496E-3 -2.677335031E-2 7.161260247E-1
1.494037908E0 -3.659955412E-2 6.534512341E-2 7.058460712E-1
1.498037908E0 -5.178391933E-2 1.029220670E-1 6.921800971E-1
1.502037908E0 -2.816961333E-2 2.958333120E-2 6.628934741E-1
1.506037908E0 -1.352630183E-2 -1.635373570E-2 6.290341020E-1
1.510037908E0 -2.012364566E-2 2.525491454E-2 5.926789045E-1
1.514037908E0 -2.816961333E-2 9.023351967E-2 5.598492622E-1
1.518037908E0 -2.984512970E-2 1.289100200E-1 5.251172185E-1
1.522037908E0 -1.221730467E-2 9.449212253E-2 4.907691181E-1
1.526037908E0 2.293362655E-2 7.295476273E-3 4.530351162E-1
1.530037908E0 5.139994621E-2 -7.719591260E-2 4.213922918E-1
1.534037908E0 5.583308265E-2 -1.246863231E-1 3.911457360E-1
1.538037908E0 2.914699912E-2 -9.812241048E-2 3.731688559E-1
1.542037908E0 -1.862266287E-2 -9.407324716E-3 3.636742532E-1
1.546037908E0 -6.347762793E-2 7.208209485E-2 3.520328999E-1
1.550039470E0 -7.864453644E-2 7.620107383E-2 3.390476704E-1
1.554041033E0 -6.543239206E-2 -9.878563695E-3 3.300941288E-1
1.558037908E0 -4.373795167E-2 -1.053306237E-1 3.212976754E-1
1.562037908E0 -4.797910154E-2 -1.014210805E-1 3.146305084E-1
1.566037908E0 -7.501424849E-2 -5.009094719E-3 3.116983473E-1
1.570037908E0 -8.918632567E-2 8.196066320E-2 3.025004566E-1
1.574039470E0 -6.368706375E-2 7.005751878E-2 2.865656018E-1
1.578037908E0 -1.771509275E-2 -3.106686054E-3 2.712590694E-1
1.582037908E0 2.813470736E-2 -6.754424423E-2 2.580818236E-1
1.586037908E0 6.239552051E-2 -1.045452207E-1 2.445555329E-1
1.590037908E0 7.374016196E-2 -1.114741787E-1 2.305056304E-1
1.594037908E0 6.164502725E-2 -9.536478668E-2 2.171887755E-1
1.598037908E0 2.853613347E-2 -3.310889751E-2 2.131221592E-1
1.602037908E0 -1.577777602E-2 6.072000414E-2 2.113070190E-1
1.606037908E0 -3.672172874E-2 8.937831223E-2 2.081305087E-1
1.610037908E0 -3.042108938E-2 1.898918301E-2 2.017426044E-1
1.614050408E0 -1.804670505E-2 -6.302383542E-2 1.925447285E-1
1.618037908E0 -1.797689125E-2 -8.623671532E-2 1.830675900E-1
1.622037908E0 -3.286454827E-2 -4.619886354E-2 1.763829738E-1
1.626037908E0 -4.911356419E-2 2.059488557E-3 1.671152711E-1
1.630037908E0 -5.126031861E-2 3.124139272E-2 1.504124701E-1
1.634037908E0 -3.389429301E-2 2.394591644E-2 1.288751066E-1
1.638037908E0 -7.243116386E-3 3.630284918E-3 1.070061326E-1
1.642037908E0 1.476548519E-2 -1.221730490E-3 7.993607968E-2
