1.186908000E-3 1.028599977E0 -2.023999989E-1 -1.436800003E0
1.118690800E-2 1.799999969E-3 -7.999999798E-4 8.139999956E-2
2.118690800E-2 9.739999473E-2 -1.538999975E-1 -2.223999947E-1
3.118690800E-2 -2.565000057E-1 -3.008999825E-1 3.069999814E-1
4.118690800E-2 -1.694999933E-1 -4.339999706E-2 -2.912999988E-1
5.118690800E-2 -1.507999897E-1 -1.053999960E-1 7.109999657E-2
6.118690800E-2 -3.029999882E-2 -2.698000073E-1 2.478999943E-1
7.118690800E-2 5.515999794E-1 6.929999590E-2 -4.183000028E-1
8.118690800E-2 3.438999951E-1 -6.799999624E-2 1.713999957E-1
9.118690800E-2 -1.541000009E-1 -3.021000028E-1 2.108999938E-1
1.011869080E-1 -9.589999914E-1 -1.620000005E-1 1.796000004E-1
1.111869080E-1 -1.178399920E0 2.047999948E-1 1.982999891E-1
1.211869080E-1 -3.549000025E-1 1.118000001E-1 -2.624000013E-1
1.311869080E-1 1.333999932E-1 2.219999954E-2 -3.998000026E-1
1.411869080E-1 1.938000023E-1 -1.463000029E-1 1.887999922E-1
1.511869080E-1 5.461999774E-1 1.640000008E-2 -7.379999757E-2
1.611869080E-1 1.225999966E-1 -1.351999938E-1 2.317999899E-1
1.711869080E-1 -6.107000113E-1 -8.389999717E-2 3.209999800E-1
1.811869080E-1 -8.228999972E-1 -7.079999894E-2 2.927999794E-1
1.911869080E-1 -4.419999942E-2 -3.099999856E-3 -3.431999981E-1
2.011869080E-1 5.029000044E-1 1.687999964E-1 -4.306999743E-1
2.111869080E-1 4.431999922E-1 3.229999915E-2 -1.662999988E-1
2.211869080E-1 4.614000022E-1 -1.100999936E-1 1.171000004E-1
2.311869080E-1 3.696999848E-1 -3.649999946E-2 7.669999450E-2
2.411869080E-1 -2.076999992E-1 -5.599999800E-2 3.709000051E-1
2.511869080E-1 -5.776999593E-1 -1.331000030E-1 4.301999807E-1
2.611869080E-1 -6.030000001E-2 -2.499999851E-2 -7.930000126E-2
2.711869080E-1 2.822999954E-1 8.839999884E-2 -2.656999826E-1
2.811869080E-1 3.086999953E-1 5.159999803E-2 -4.423999786E-1
2.911869080E-1 3.330999911E-1 -1.081999987E-1 8.200000040E-3
3.011900330E-1 3.298999965E-1 6.879999489E-2 1.449999958E-1
3.111869080E-1 -2.929999866E-2 3.079999983E-2 2.820999920E-1
3.211869080E-1 -3.827999830E-1 -1.766999960E-1 2.430000007E-1
3.311884700E-1 -5.189999938E-1 -2.266999930E-1 4.099999964E-1
3.411900330E-1 3.026999831E-1 2.408999950E-1 -2.078000009E-1
3.511869080E-1 5.751000047E-1 1.578999907E-1 -4.140999913E-1
3.611869080E-1 3.070999980E-1 -1.270999908E-1 -4.160000011E-2
3.711869080E-1 1.789999902E-1 -1.374000013E-1 -2.399999881E-3
3.811869080E-1 -1.853999943E-1 1.171999946E-1 1.934999973E-1
3.911884700E-1 -4.799000025E-1 -2.249999903E-2 3.506000042E-1
4.011869080E-1 -3.125999868E-1 -1.513999999E-1 1.543999910E-1
4.111884700E-1 3.253999949E-1 8.569999784E-2 -1.595000029E-1
4.211869080E-1 5.516999960E-1 6.969999522E-2 -2.870999873E-1
4.311869080E-1 2.848999798E-1 -9.649999440E-2 2.659999952E-2
4.411869080E-1 1.630000025E-2 3.469999880E-2 1.539999992E-1
4.511869080E-1 -1.305999905E-1 5.900000036E-2 4.629999772E-2
4.611869080E-1 -4.113000035E-1 -1.543999910E-1 3.014000058E-1
4.711869080E-1 -3.465999961E-1 -6.870000064E-2 1.250000000E-1
4.811869080E-1 2.592999935E-1 2.368999869E-1 -3.458999991E-1
4.911869080E-1 5.202999711E-1 4.739999771E-2 -1.498999894E-1
5.011869080E-1 2.478999943E-1 -2.325999886E-1 9.499999881E-2
5.111869080E-1 5.609999970E-2 -1.381999999E-1 -4.219999909E-2
5.211869080E-1 -1.583999991E-1 8.349999785E-2 2.912999988E-1
5.311869080E-1 -3.493999839E-1 1.228999943E-1 2.031999975E-1
5.411869080E-1 -3.436999917E-1 -1.975999922E-1 2.325999886E-1
5.511869080E-1 3.719999790E-1 2.236999869E-1 -6.304999590E-1
5.611869080E-1 3.005999923E-1 -1.228000000E-1 1.341999918E-1
5.711869080E-1 7.819999754E-2 -1.055999994E-1 7.559999824E-2
5.811869080E-1 6.439999491E-2 4.800000042E-2 -1.696999967E-1
5.911869080E-1 -4.509999976E-2 3.570000082E-2 5.559999943E-1
6.011869080E-1 -1.875000000E-1 -7.979999483E-2 2.619999945E-1
6.111869080E-1 8.959999681E-2 -9.609999508E-2 -1.260000002E-2
6.211869080E-1 2.980999947E-1 1.788000017E-1 -1.695999950E-1
6.311869080E-1 5.939999968E-2 1.860000007E-2 4.609999806E-2
6.411869080E-1 8.689999580E-2 -8.749999851E-2 -1.596999913E-1
6.511869080E-1 -1.520999968E-1 -1.269999985E-2 1.441999972E-1
6.611869080E-1 -5.949999765E-2 9.989999980E-2 4.609999806E-2
6.711869080E-1 6.819999963E-2 -1.034999937E-1 2.030999959E-1
6.811869080E-1 8.980000019E-2 -1.248999983E-1 7.559999824E-2
6.911869080E-1 1.904999912E-1 1.451999992E-1 -1.204999983E-1
7.011869080E-1 8.489999920E-2 3.449999914E-2 -5.179999769E-2
7.111869080E-1 -1.085999981E-1 -8.219999820E-2 3.639999777E-2
7.211869080E-1 -1.981000006E-1 4.719999805E-2 7.569999993E-2
7.311869080E-1 -6.340000033E-2 1.970000006E-2 5.599999800E-2
7.411869080E-1 -3.500000015E-2 -5.739999935E-2 1.149000004E-1
