"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.518851000E0,-3.926991019E-3,7.906341925E-3,-2.163335532E-1
1.522851000E0,-3.316125600E-3,8.220500313E-3,-1.470439881E-1
1.526851000E0,-6.318091881E-3,2.687806962E-3,-7.103490084E-2
1.530851000E0,-6.894050632E-3,1.558579039E-2,-5.881759338E-3
1.534851000E0,-1.357866172E-2,1.275835652E-2,4.902629927E-2
1.538851000E0,6.283185212E-4,7.853982039E-3,1.069712266E-1
1.542851000E0,7.208209950E-3,2.268928103E-2,1.878323406E-1
1.546851000E0,3.665191354E-3,3.712315485E-2,2.516241074E-1
1.550851000E0,-1.548107062E-2,5.218534265E-3,2.461088747E-1
1.554851000E0,-2.094395086E-2,2.111848444E-3,2.609790862E-1
1.558851000E0,-1.045452245E-2,-4.188790335E-4,3.271794319E-1
1.562851000E0,-1.206022501E-2,7.871435024E-3,4.006403387E-1
1.566851000E0,-1.701696031E-2,6.457717973E-4,4.948531985E-1
1.570851000E0,-1.003564335E-2,-6.632251199E-3,6.268001199E-1
1.574851000E0,-1.108284108E-2,-1.185078546E-2,7.272961736E-1
1.578851000E0,-2.151990868E-2,-6.981316837E-4,8.476889729E-1
1.582851000E0,-2.342231758E-2,4.450589418E-3,9.637533426E-1
1.586851000E0,-5.986479111E-3,5.235987483E-4,1.035678387E0
1.590851000E0,-2.129301662E-3,-3.036872949E-3,1.132788539E0
1.594851000E0,-1.715658605E-2,-4.555309191E-3,1.257230520E0
1.598851000E0,-1.984439418E-2,-9.512044489E-3,1.368844271E0
1.602851000E0,-6.126105785E-3,-5.794493016E-3,1.473075390E0
1.606851000E0,-6.405358203E-3,-1.850049011E-3,1.543935657E0
1.610851000E0,-6.963863503E-3,9.704031050E-3,1.582856536E0
1.614851000E0,-8.621926419E-3,1.230457146E-2,1.594236135E0
1.618851000E0,-7.696901914E-3,1.675516134E-3,1.555367589E0
1.622851000E0,-2.024581889E-3,-3.647738136E-3,1.483634591E0
1.626851000E0,-8.517206647E-3,-2.181661548E-3,1.401691318E0
1.630851000E0,-1.188569237E-2,6.300638430E-3,1.324478030E0
1.634851000E0,-1.762782573E-3,6.126105785E-3,1.235099673E0
1.638851000E0,-3.769911127E-3,7.435102481E-3,1.123189211E0
1.642851000E0,-8.813912980E-3,6.702064537E-3,9.741555452E-1
