Time (s) Linear Acceleration x (m/s^2) Linear Acceleration y (m/s^2) Linear Acceleration z (m/s^2)
0.0110 -0.1378 -0.3699 0.6289
0.0210 -0.0001 0.0000 0.0085
0.0310 -0.0660 -0.0094 -0.1287
0.0410 -0.0824 0.0003 -0.2757
0.0510 -0.0130 -0.0090 -0.3541
0.0610 0.0158 0.0285 -0.3542
0.0710 -0.0202 -0.0092 -0.1678
0.0810 -0.0007 0.0245 0.1165
0.0910 -0.0564 0.0313 0.0580
0.1010 -0.0499 -0.0059 -0.0692
0.1110 -0.0006 0.0117 -0.1379
0.1210 -0.0002 -0.0155 -0.1967
0.1310 0.0086 -0.0136 -0.1967
0.1410 0.0194 -0.0054 -0.0107
0.1510 0.0015 0.0191 -0.0204
0.1610 -0.0227 0.0185 -0.0792
0.1710 0.0009 0.0180 -0.0693
0.1810 -0.0333 -0.0208 -0.1183
0.1910 -0.0096 -0.0202 -0.1379
0.2010 -0.0059 -0.0004 -0.0005
0.2110 0.0162 0.0194 0.0190
0.2210 -0.0003 0.0396 -0.0201
0.2310 0.0038 -0.0171 -0.0789
0.2410 -0.0093 -0.0250 -0.0886
0.2510 -0.0230 -0.0143 -0.1376
0.2610 0.0181 -0.0523 -0.1964
0.2710 0.0388 -0.0412 -0.2847
0.2810 -0.0644 -0.0217 -0.1670
0.2910 -0.0118 0.0058 0.1566
0.3010 0.0113 0.0715 0.1664
0.3110 -0.0520 0.0899 -0.0982
0.3210 -0.0193 0.0803 -0.1669
0.3310 0.0675 -0.0064 -0.0198
0.3410 0.0660 -0.0231 -0.1178
0.3510 0.0871 -0.0486 -0.2649
0.3610 -0.1394 0.0032 -0.1276
0.3710 0.0352 0.0562 -0.2060
0.3810 -0.0328 0.1314 -0.3334
0.3910 -0.1801 0.2371 -0.0588
0.4010 0.3072 0.0229 0.6373
0.4110 -0.3093 1.0492 0.5000
0.4210 -0.1902 -0.5692 0.4705
0.4310 1.1005 -0.5172 -1.1478
0.4410 -0.2559 -1.0515 -2.4129
0.4510 -0.5003 -0.2059 -2.4716
0.4610 -0.0571 -0.1275 -0.2454
0.4710 -0.1607 0.4025 2.0788
0.4810 -0.2900 0.4422 2.6966
0.4910 -0.5311 0.0770 2.3336
0.5010 0.6778 -0.0326 0.5785
0.5110 0.6182 0.2396 -1.9907
0.5210 0.2980 0.0634 -2.0300
0.5310 -0.0234 -0.1405 -0.1079
0.5410 0.0013 0.0131 0.9609
0.5510 -0.0900 0.0352 0.7058
0.5610 -0.2588 0.3919 -0.1868
0.5710 0.0188 0.8563 -0.2756
0.5810 -0.0611 0.7991 0.5569
0.5910 -0.1269 0.0235 -0.2480
0.6010 -0.0639 0.4056 -0.6017
0.6110 0.1124 0.8984 -0.3180
0.6210 -0.0769 1.0960 -0.2895
0.6310 -0.8424 0.7970 0.0332
0.6410 -0.0724 0.6208 -0.4382
0.6510 0.0010 0.5139 -0.0957
0.6610 -0.0850 0.6098 0.5800
0.6710 -0.3804 0.9806 0.3829
0.6810 0.2558 1.7949 0.9312
0.6910 0.2563 1.7079 0.4793
0.7010 0.6283 2.4082 0.1353
0.7110 0.8391 2.2395 0.2617
0.7210 0.1538 2.3176 -0.2105
0.7310 -0.5488 2.4287 -0.9572
