"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.880000000E0,5.599999800E-3,-3.999999899E-4,-6.920000166E-2,6.942737376E-2
2.890012500E0,3.899999894E-3,-1.999999949E-4,-6.909999996E-2,6.921025931E-2
2.900000000E0,-1.129999943E-2,6.799999624E-3,-5.939999968E-2,6.084644561E-2
2.910003125E0,1.289999951E-2,-9.300000034E-3,-5.929999799E-2,6.139535609E-2
2.920000000E0,2.199999988E-3,-6.999999750E-3,-6.909999996E-2,6.948848819E-2
2.930000000E0,1.500000013E-3,-5.399999674E-3,-6.909999996E-2,6.932690669E-2
2.940000000E0,9.999999311E-4,3.199999919E-3,-5.929999799E-2,5.939469472E-2
2.950000000E0,-6.699999794E-3,2.399999881E-3,-5.929999799E-2,5.972553690E-2
2.960001563E0,2.099999925E-3,1.599999960E-3,-6.909999996E-2,6.915041572E-2
2.970001563E0,-1.740000024E-2,1.129999943E-2,-6.909999996E-2,7.214748776E-2
2.980000000E0,-7.599999662E-3,1.119999960E-2,-5.929999799E-2,6.082507499E-2
2.990000000E0,-7.599999662E-3,1.119999960E-2,-6.909999996E-2,7.041313784E-2
3.000000000E0,-1.740000024E-2,-8.299999870E-3,-3.969999775E-2,4.413320550E-2
3.010000000E0,-7.599999662E-3,1.119999960E-2,-6.909999996E-2,7.041313784E-2
3.020000000E0,-7.599999662E-3,1.500000013E-3,-5.929999799E-2,5.980384399E-2
3.030001563E0,2.099999925E-3,-8.200000040E-3,-5.929999799E-2,5.990108314E-2
3.040001563E0,-1.740000024E-2,1.129999943E-2,-5.929999799E-2,6.282467474E-2
3.050000000E0,-7.599999662E-3,1.500000013E-3,-4.949999973E-2,5.010249463E-2
3.060000000E0,1.999999862E-3,-8.200000040E-3,-5.929999799E-2,5.989766073E-2
3.070000000E0,-7.699999958E-3,1.500000013E-3,-5.929999799E-2,5.981663448E-2
3.080000000E0,-7.799999788E-3,1.500000013E-3,-5.929999799E-2,5.982958932E-2
3.090000000E0,-7.799999788E-3,1.119999960E-2,-4.949999973E-2,5.134715144E-2
3.100000000E0,-1.759999990E-2,1.109999977E-2,-5.929999799E-2,6.284472733E-2
3.110000000E0,-7.699999958E-3,1.300000004E-3,-4.949999973E-2,5.011217390E-2
3.120000000E0,-7.599999662E-3,1.300000004E-3,-6.909999996E-2,6.952884286E-2
3.130000000E0,-7.699999958E-3,1.300000004E-3,-5.929999799E-2,5.981195332E-2
3.140000000E0,-7.599999662E-3,1.399999950E-3,-4.949999973E-2,5.009960048E-2
3.150000000E0,-7.499999832E-3,1.399999950E-3,-5.929999799E-2,5.978879292E-2
3.160000000E0,1.200000010E-2,1.119999960E-2,-5.929999799E-2,6.152990943E-2
3.170001563E0,-1.719999872E-2,1.500000013E-3,-4.949999973E-2,5.242461187E-2
3.180000000E0,-7.400000002E-3,1.099999994E-2,-4.949999973E-2,5.124460920E-2
3.190000000E0,-7.299999706E-3,1.099999994E-2,-5.929999799E-2,6.075178808E-2
3.200000000E0,-7.299999706E-3,1.059999969E-2,-4.949999973E-2,5.114586946E-2
3.210000000E0,-7.299999706E-3,-8.899999782E-3,-6.909999996E-2,7.005219473E-2
3.220000000E0,-7.199999876E-3,6.999999750E-4,-6.909999996E-2,6.947762225E-2
3.230000000E0,-7.199999876E-3,-8.999999613E-3,-6.909999996E-2,7.005462145E-2
3.240000000E0,-7.199999876E-3,1.040000003E-2,-4.949999973E-2,5.109060552E-2
3.250001563E0,2.399999881E-3,5.999999703E-4,-4.949999973E-2,4.956177936E-2
3.260000000E0,-1.699999906E-2,1.030000020E-2,-4.949999973E-2,5.334172800E-2
3.270000000E0,2.600000007E-3,3.999999899E-4,-5.929999799E-2,5.935831670E-2
3.280000000E0,-7.100000046E-3,1.009999961E-2,-3.969999775E-2,4.157535104E-2
3.290000000E0,2.499999944E-3,3.999999899E-4,-6.909999996E-2,6.914636646E-2
3.300000000E0,-7.199999876E-3,4.999999655E-4,-5.929999799E-2,5.973759084E-2
3.310000000E0,-1.679999940E-2,1.019999944E-2,-5.929999799E-2,6.247215163E-2
3.320001563E0,-6.799999624E-3,1.019999944E-2,-5.929999799E-2,6.055385821E-2
3.330000000E0,-6.799999624E-3,3.999999899E-4,-4.949999973E-2,4.996648845E-2
3.340000000E0,-1.649999991E-2,4.999999655E-4,-4.949999973E-2,5.217997672E-2
3.350000000E0,-1.640000008E-2,1.019999944E-2,-5.929999799E-2,6.236577388E-2
3.360000000E0,-1.630000025E-2,3.999999899E-4,-6.909999996E-2,7.099760562E-2
3.370000000E0,3.099999856E-3,3.999999899E-4,-5.929999799E-2,5.938231858E-2
3.380000000E0,-6.699999794E-3,9.899999946E-3,-4.949999973E-2,5.092298076E-2
3.390015625E0,3.099999856E-3,1.999999949E-4,-5.929999799E-2,5.938130817E-2
3.400000000E0,-6.599999964E-3,9.999999776E-3,-6.909999996E-2,7.013109147E-2
3.410003125E0,-6.599999964E-3,9.999999747E-5,-4.949999973E-2,4.993816149E-2
3.420000000E0,-1.630000025E-2,-9.499999695E-3,-6.909999996E-2,7.162925378E-2
3.430003125E0,-1.620000042E-2,9.999999747E-5,-5.929999799E-2,6.147308171E-2
3.440000000E0,-6.300000008E-3,9.999999747E-5,-5.929999799E-2,5.963379714E-2
3.450000000E0,-1.599999890E-2,1.999999949E-4,-5.929999799E-2,6.142092254E-2
3.460000000E0,-6.199999712E-3,-9.499999695E-3,-6.909999996E-2,7.002499544E-2
3.470000000E0,-1.589999907E-2,1.999999949E-4,-5.929999799E-2,6.139494874E-2
3.480000000E0,-6.099999882E-3,-9.499999695E-3,-4.949999973E-2,5.077115289E-2
3.490000000E0,-6.000000052E-3,9.999999747E-5,-5.929999799E-2,5.960285028E-2
3.500000000E0,3.599999938E-3,9.800000116E-3,-4.949999973E-2,5.058903019E-2
3.510000000E0,-6.000000052E-3,-9.599999525E-3,-4.949999973E-2,5.077804609E-2
3.520000000E0,-6.000000052E-3,1.999999949E-4,-5.929999799E-2,5.960310195E-2
3.530003125E0,3.700000001E-3,9.999999776E-3,-5.929999799E-2,6.025097308E-2
3.540000000E0,3.700000001E-3,9.999999776E-3,-6.909999996E-2,6.991780882E-2
3.550000000E0,-6.000000052E-3,-9.599999525E-3,-5.929999799E-2,6.037093467E-2
3.560000000E0,3.700000001E-3,-9.499999695E-3,-4.949999973E-2,5.053899453E-2
3.570000000E0,-6.000000052E-3,1.999999949E-4,-5.929999799E-2,5.960310195E-2
3.580000000E0,-1.569999941E-2,0.000000000E0,-4.949999973E-2,5.193014495E-2
3.590000000E0,-5.799999926E-3,2.999999851E-4,-6.909999996E-2,6.934363701E-2
3.600001563E0,3.999999724E-3,4.999999655E-4,-5.929999799E-2,5.943685522E-2
3.610000000E0,-5.699999630E-3,1.009999961E-2,-3.969999775E-2,4.135927719E-2
3.620000000E0,-5.699999630E-3,-9.399999864E-3,-6.909999996E-2,6.996899305E-2
3.630000000E0,-5.699999630E-3,3.999999899E-4,-6.909999996E-2,6.933584925E-2
3.640000000E0,1.370000001E-2,-9.200000204E-3,-4.949999973E-2,5.217834778E-2
3.650000000E0,-5.699999630E-3,1.019999944E-2,-4.949999973E-2,5.086039675E-2
3.660000000E0,-1.539999992E-2,1.009999961E-2,-5.929999799E-2,6.209395905E-2
3.670000000E0,-2.489999868E-2,-9.300000034E-3,-3.969999775E-2,4.777645609E-2
3.680001563E0,4.399999976E-3,-9.200000204E-3,-4.949999973E-2,5.053958822E-2
3.690000000E0,4.399999976E-3,3.999999899E-4,-6.909999996E-2,6.924110047E-2
3.700000000E0,-1.499999966E-2,4.999999655E-4,-6.909999996E-2,7.071110228E-2
3.710000000E0,-5.200000014E-3,8.999999845E-4,-4.949999973E-2,4.978051801E-2
3.720000000E0,4.600000102E-3,-8.799999952E-3,-5.929999799E-2,6.012561651E-2
3.730000000E0,-5.099999718E-3,1.059999969E-2,-6.909999996E-2,7.009407953E-2
3.740000000E0,4.600000102E-3,1.049999986E-2,-4.949999973E-2,5.081003810E-2
3.750000000E0,4.499999806E-3,-8.999999613E-3,-4.949999973E-2,5.051237437E-2
3.760000000E0,-5.099999718E-3,-8.999999613E-3,-5.929999799E-2,6.019551272E-2
3.770000000E0,-5.099999718E-3,-8.899999782E-3,-5.929999799E-2,6.018064269E-2
3.780000000E0,-4.999999888E-3,7.999999798E-4,-4.949999973E-2,4.975831561E-2
3.790000000E0,-4.900000058E-3,6.999999750E-4,-5.929999799E-2,5.950621616E-2
3.800000000E0,-4.900000058E-3,7.999999798E-4,-5.929999799E-2,5.950747652E-2
3.810000000E0,-4.799999762E-3,7.999999798E-4,-7.889999449E-2,7.904991542E-2
3.820000000E0,-4.499999806E-3,-8.599999361E-3,-5.929999799E-2,6.008909841E-2
3.830001563E0,-1.429999992E-2,1.199999941E-3,-6.909999996E-2,7.057435790E-2
3.840000000E0,5.099999718E-3,1.199999941E-3,-4.949999973E-2,4.977650018E-2
3.850000000E0,-1.429999992E-2,1.199999941E-3,-4.949999973E-2,5.153814094E-2
3.860000000E0,5.099999718E-3,1.090000011E-2,-7.899999619E-2,7.991132208E-2
3.870000000E0,-1.420000009E-2,2.049999870E-2,-5.929999799E-2,6.433023947E-2
3.880000000E0,5.200000014E-3,-8.799999952E-3,-5.929999799E-2,6.017449427E-2
3.890012500E0,5.200000014E-3,9.999999311E-4,-4.949999973E-2,4.978242635E-2
3.900000000E0,5.099999718E-3,9.999999311E-4,-6.909999996E-2,6.929516572E-2
3.910000000E0,-4.399999976E-3,9.999999311E-4,-4.949999973E-2,4.970523084E-2
3.920000000E0,5.299999844E-3,8.999999845E-4,-6.909999996E-2,6.930880170E-2
3.930000000E0,-4.399999976E-3,8.999999845E-4,-6.909999996E-2,6.924579406E-2
3.940000000E0,-4.399999976E-3,7.999999798E-4,-4.949999973E-2,4.970160936E-2
3.950000000E0,-4.399999976E-3,-8.899999782E-3,-5.929999799E-2,6.012536700E-2
3.960000000E0,-4.399999976E-3,7.999999798E-4,-4.949999973E-2,4.970160936E-2
3.970000000E0,-4.399999976E-3,-8.799999952E-3,-7.899999619E-2,7.961029705E-2
3.980000000E0,-4.399999976E-3,8.999999845E-4,-5.929999799E-2,5.946982227E-2
3.990000000E0,-4.299999680E-3,9.999999311E-4,-4.949999973E-2,4.969647845E-2
4.000000000E0,-1.389999967E-2,1.099999994E-3,-5.929999799E-2,6.091723690E-2
4.010000000E0,-4.100000020E-3,-8.499999531E-3,-6.920000166E-2,6.984053423E-2
4.020000000E0,-3.999999724E-3,1.090000011E-2,-5.929999799E-2,6.042598581E-2
4.030000000E0,-3.999999724E-3,1.079999935E-2,-4.949999973E-2,5.082214042E-2
4.040000000E0,-3.999999724E-3,1.069999952E-2,-6.920000166E-2,7.013651130E-2
4.050000000E0,-3.999999724E-3,7.999999798E-4,-4.949999973E-2,4.966779612E-2
4.060000000E0,5.699999630E-3,-8.599999361E-3,-4.949999973E-2,5.056382065E-2
4.070000000E0,-3.999999724E-3,1.069999952E-2,-4.949999973E-2,5.080098386E-2
4.080000000E0,-3.999999724E-3,1.059999969E-2,-6.920000166E-2,7.012132501E-2
4.090000000E0,-2.339999937E-2,1.059999969E-2,-5.929999799E-2,6.462514777E-2
4.100001563E0,5.899999756E-3,7.999999798E-4,-5.929999799E-2,5.959815230E-2
4.110000000E0,-3.799999831E-3,-8.799999952E-3,-4.949999973E-2,5.041953958E-2
4.120000000E0,-3.700000001E-3,-8.700000122E-3,-4.949999973E-2,5.039474155E-2
4.130000000E0,-3.700000001E-3,9.999999311E-4,-4.949999973E-2,4.964816183E-2
4.140000000E0,-3.599999938E-3,1.090000011E-2,-6.920000166E-2,7.014563587E-2
4.150000000E0,5.899999756E-3,1.069999952E-2,-4.949999973E-2,5.098578194E-2
4.160000000E0,-3.799999831E-3,-8.799999952E-3,-5.929999799E-2,6.006970750E-2
4.170001563E0,-1.339999959E-2,-8.700000122E-3,-4.949999973E-2,5.201442074E-2
4.180000000E0,6.000000052E-3,1.099999994E-3,-5.929999799E-2,5.961291606E-2
4.190000000E0,-3.599999938E-3,1.099999994E-3,-5.929999799E-2,5.941935510E-2
4.200000000E0,-3.700000001E-3,1.079999935E-2,-5.929999799E-2,6.038890417E-2
4.210000000E0,-3.599999938E-3,2.029999904E-2,-5.929999799E-2,6.278168301E-2
4.220000000E0,6.099999882E-3,7.999999798E-4,-5.929999799E-2,5.961828377E-2
4.230000000E0,-3.599999938E-3,1.049999986E-2,-6.920000166E-2,7.008459336E-2
4.240000000E0,-3.599999938E-3,-8.799999952E-3,-4.949999973E-2,5.040486060E-2
4.250000000E0,-3.499999875E-3,8.999999845E-4,-3.969999775E-2,3.986414204E-2
4.260000000E0,-3.499999875E-3,7.999999798E-4,-5.929999799E-2,5.940858322E-2
4.270000000E0,6.099999882E-3,7.999999798E-4,-5.929999799E-2,5.961828377E-2
4.280000000E0,6.000000052E-3,7.999999798E-4,-6.920000166E-2,6.946423706E-2
4.290000000E0,6.000000052E-3,-8.799999952E-3,-5.929999799E-2,6.024889842E-2
4.300000000E0,5.899999756E-3,8.999999845E-4,-3.969999775E-2,4.014610590E-2
4.310000000E0,-3.799999831E-3,2.029999904E-2,-5.929999799E-2,6.279346878E-2
4.320000000E0,-1.339999959E-2,1.030000020E-2,-4.949999973E-2,5.230583109E-2
4.330000000E0,6.000000052E-3,4.999999655E-4,-6.920000166E-2,6.946142980E-2
4.340000000E0,6.000000052E-3,2.999999851E-4,-5.929999799E-2,5.960352139E-2
4.350000000E0,6.099999882E-3,-9.800000116E-3,-5.929999799E-2,6.041307608E-2
4.360000000E0,6.099999882E-3,-9.899999946E-3,-4.949999973E-2,5.084751686E-2
4.370000000E0,6.000000052E-3,-9.999999747E-5,-6.920000166E-2,6.945970220E-2
4.380000000E0,-3.700000001E-3,-9.999999747E-5,-4.949999973E-2,4.963819067E-2
4.390012500E0,-1.339999959E-2,9.599999525E-3,-5.929999799E-2,6.154843411E-2
4.400000000E0,6.099999882E-3,-9.699999355E-3,-4.949999973E-2,5.080895550E-2
4.410000000E0,6.000000052E-3,0.000000000E0,-3.969999775E-2,4.015083837E-2
4.420000000E0,-3.700000001E-3,1.999999949E-4,-4.949999973E-2,4.963849286E-2
4.430000000E0,-1.349999942E-2,9.899999946E-3,-4.949999973E-2,5.225428171E-2
4.440000000E0,-3.599999938E-3,9.999999747E-5,-6.920000166E-2,6.929365215E-2
4.450000000E0,-1.339999959E-2,9.899999946E-3,-4.949999973E-2,5.222853589E-2
4.460001563E0,6.000000052E-3,0.000000000E0,-4.949999973E-2,4.986231016E-2
4.470000000E0,6.000000052E-3,-9.499999695E-3,-5.929999799E-2,6.035511375E-2
4.480000000E0,5.899999756E-3,1.999999949E-4,-6.920000166E-2,6.945135151E-2
4.490000000E0,5.699999630E-3,1.999999949E-4,-6.920000166E-2,6.943464715E-2
4.500000000E0,-3.899999894E-3,1.950000040E-2,-4.949999973E-2,5.334519649E-2
4.510000000E0,5.699999630E-3,0.000000000E0,-5.929999799E-2,5.957331413E-2
4.520000000E0,-3.899999894E-3,0.000000000E0,-5.929999799E-2,5.942810581E-2
4.530000000E0,-1.359999925E-2,0.000000000E0,-4.949999973E-2,5.133429607E-2
4.540001563E0,-3.799999831E-3,9.699999355E-3,-4.949999973E-2,5.058438454E-2
4.550000000E0,-3.700000001E-3,-9.699999355E-3,-5.929999799E-2,6.020190818E-2
4.560000000E0,-1.329999976E-2,0.000000000E0,-3.969999775E-2,4.186860178E-2
4.570000000E0,-3.499999875E-3,9.599999525E-3,-4.949999973E-2,5.054364414E-2
4.580000000E0,-1.299999934E-2,0.000000000E0,-5.939999968E-2,6.080592031E-2
4.590000000E0,6.399999838E-3,-9.999999747E-5,-4.949999973E-2,4.991212249E-2
4.600001563E0,-3.299999982E-3,0.000000000E0,-6.920000166E-2,6.927864194E-2
4.610000000E0,-3.199999919E-3,0.000000000E0,-5.939999968E-2,5.948613251E-2
4.620000000E0,-3.199999919E-3,-9.599999525E-3,-5.939999968E-2,6.025578771E-2
4.630000000E0,-3.199999919E-3,0.000000000E0,-7.899999619E-2,7.906477975E-2
4.640000000E0,6.399999838E-3,0.000000000E0,-5.939999968E-2,5.974378595E-2
4.650000000E0,-3.299999982E-3,0.000000000E0,-5.939999968E-2,5.949159572E-2
4.660000000E0,-1.289999951E-2,9.499999695E-3,-4.949999973E-2,5.202797281E-2
4.670000000E0,-3.000000026E-3,-1.999999949E-4,-4.949999973E-2,4.959122880E-2
4.680000000E0,-2.899999963E-3,-9.800000116E-3,-5.939999968E-2,6.027279622E-2
4.690000000E0,-1.260000002E-2,0.000000000E0,-5.939999968E-2,6.072165974E-2
4.700000000E0,6.799999624E-3,-9.699999355E-3,-4.949999973E-2,5.089774018E-2
4.710000000E0,-1.260000002E-2,0.000000000E0,-5.939999968E-2,6.072165974E-2
4.720000000E0,6.799999624E-3,-9.499999695E-3,-5.939999968E-2,6.053800419E-2
4.730000000E0,1.640000008E-2,9.999999747E-5,-5.939999968E-2,6.162247938E-2
4.740000000E0,6.599999964E-3,9.999999747E-5,-6.920000166E-2,6.951410094E-2
4.750001563E0,1.620000042E-2,-9.399999864E-3,-4.949999973E-2,5.292494671E-2
4.760000000E0,-3.299999982E-3,9.899999946E-3,-5.939999968E-2,6.030970039E-2
4.770003125E0,6.300000008E-3,1.999999949E-4,-7.899999619E-2,7.925105297E-2
4.780003125E0,-3.399999812E-3,2.999999851E-4,-6.920000166E-2,6.928412681E-2
4.790003125E0,-3.399999812E-3,1.999999949E-4,-6.920000166E-2,6.928376598E-2
4.800000000E0,6.199999712E-3,-9.399999864E-3,-7.899999619E-2,7.979849241E-2
4.810000000E0,6.099999882E-3,3.999999899E-4,-6.920000166E-2,6.946949135E-2
4.820000000E0,-1.329999976E-2,-9.300000034E-3,-7.899999619E-2,8.064973274E-2
4.830000000E0,-3.499999875E-3,1.979999989E-2,-6.920000166E-2,7.206198876E-2
4.840000000E0,6.099999882E-3,1.999999949E-4,-6.920000166E-2,6.946862765E-2
4.850000000E0,-1.319999993E-2,-9.399999864E-3,-5.929999799E-2,6.147430160E-2
4.860000000E0,-3.399999812E-3,1.999999949E-4,-4.949999973E-2,4.961703309E-2
4.870000000E0,6.199999712E-3,2.999999851E-4,-4.949999973E-2,4.988767353E-2
4.880000000E0,-1.310000010E-2,2.999999851E-4,-4.949999973E-2,5.120497999E-2
4.890015625E0,-3.299999982E-3,1.999999949E-4,-4.949999973E-2,4.961028092E-2
4.900000000E0,-3.199999919E-3,1.999999949E-4,-4.949999973E-2,4.960372943E-2
4.910003125E0,1.599999890E-2,1.999999949E-4,-5.929999799E-2,6.142092254E-2
4.920000000E0,6.199999712E-3,-9.300000034E-3,-5.929999799E-2,6.034417750E-2
4.930000000E0,-3.499999875E-3,3.999999899E-4,-4.949999973E-2,4.962519494E-2
4.940000000E0,-3.499999875E-3,-9.099999443E-3,-6.920000166E-2,6.988347600E-2
4.950000000E0,6.099999882E-3,5.999999703E-4,-4.949999973E-2,4.987805100E-2
4.960000000E0,-1.319999993E-2,5.999999703E-4,-6.920000166E-2,7.045026776E-2
4.970000000E0,6.099999882E-3,-8.999999613E-3,-5.929999799E-2,6.028847114E-2
4.980000000E0,-3.499999875E-3,6.999999750E-4,-4.949999973E-2,4.962851975E-2
4.990000000E0,-1.319999993E-2,6.999999750E-4,-5.929999799E-2,6.075540930E-2
