"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.125599844E1,1.385572404E-1,-4.551377594E-1,-9.970557213E0
1.125999844E1,1.983069479E-1,-6.319735050E-1,-9.824865341E0
1.126399844E1,1.353585869E-1,-4.858314097E-1,-9.941884041E0
1.126800000E1,1.653435677E-1,-6.351817250E-1,-9.834978104E0
1.127200000E1,1.410855055E-1,-6.015192270E-1,-9.914274216E0
1.127599844E1,1.232630759E-1,-5.866847634E-1,-9.872289658E0
1.127999844E1,8.705317974E-2,-6.039996147E-1,-9.894660950E0
1.128399844E1,7.479486056E-3,-6.070354581E-1,-9.871762276E0
1.128799844E1,-1.350329816E-2,-5.999965072E-1,-9.932987213E0
1.129199844E1,-5.769068375E-2,-5.621297956E-1,-9.919406891E0
1.129600000E1,-1.172775701E-1,-5.750585198E-1,-9.854763985E0
1.130000000E1,-1.289133877E-1,-5.204420090E-1,-9.886683464E0
1.130399844E1,-1.622311026E-1,-5.101277828E-1,-9.902963638E0
1.130799844E1,-1.628440320E-1,-4.886086583E-1,-9.906986237E0
1.131200000E1,-1.722101420E-1,-4.841746092E-1,-9.889672279E0
1.131599844E1,-1.680538058E-1,-4.926117957E-1,-9.879644394E0
1.131999844E1,-2.329270989E-1,-4.388858974E-1,-9.919905663E0
1.132400000E1,-1.723442078E-1,-5.010393858E-1,-9.889068604E0
1.132800000E1,-1.588888019E-1,-4.812536836E-1,-9.923563004E0
1.133199844E1,-1.495226920E-1,-5.141308308E-1,-9.882967949E0
1.133599844E1,-1.845737845E-1,-5.862154961E-1,-9.864474297E0
1.134000000E1,-1.167795807E-1,-5.832753778E-1,-9.938273430E0
1.134400000E1,-1.200069636E-1,-5.764567256E-1,-9.894719124E0
1.134799844E1,-1.386913210E-1,-5.523519516E-1,-9.834939957E0
1.135199844E1,-1.551634222E-1,-5.778357983E-1,-9.900923729E0
1.135599844E1,-1.814038754E-1,-5.486169457E-1,-9.946730614E0
1.136000000E1,-2.111111283E-1,-5.283332467E-1,-9.883436203E0
1.136399844E1,-3.176147938E-1,-5.288503766E-1,-9.867980003E0
1.136799844E1,-3.521104455E-1,-5.599367619E-1,-9.888273239E0
1.137199844E1,-4.332834780E-1,-4.559900761E-1,-9.904017448E0
1.137600000E1,-4.377271235E-1,-4.212262630E-1,-9.897448540E0
1.137999844E1,-4.683537185E-1,-3.508846164E-1,-9.932288170E0
1.138399844E1,-4.921329319E-1,-3.077315390E-1,-9.856066704E0
1.138799844E1,-5.039123893E-1,-2.668194175E-1,-9.843051910E0
1.139200000E1,-5.366938710E-1,-1.970523894E-1,-9.900148392E0
1.139599844E1,-5.603389740E-1,-2.613510489E-1,-9.926475525E0
1.139999844E1,-5.785827637E-1,-1.438819468E-1,-9.869301796E0
1.140399844E1,-5.328918695E-1,-2.328887880E-1,-9.857867241E0
1.140800000E1,-4.959157705E-1,-1.869201213E-1,-9.961344719E0
1.141199844E1,-5.005701184E-1,-3.132669330E-1,-9.911132812E0
1.141599844E1,-4.340208769E-1,-2.807536721E-1,-9.869981766E0
1.141999844E1,-4.115536809E-1,-3.394786417E-1,-9.910328865E0
1.142399844E1,-3.565157652E-1,-3.383581638E-1,-9.875047684E0
1.142799844E1,-2.755725980E-1,-3.088999093E-1,-9.886683464E0
1.143199844E1,-3.993145525E-1,-4.748755395E-1,-9.923592567E0
1.143599844E1,-3.258125186E-1,-4.701254666E-1,-9.909763336E0
1.143999844E1,-3.898047805E-1,-4.487595856E-1,-9.881138802E0
1.144399844E1,-4.361373484E-1,-4.530020952E-1,-9.790513992E0
1.144799844E1,-4.718300998E-1,-4.595526457E-1,-9.941348076E0
1.145199844E1,-5.223573446E-1,-3.703159690E-1,-9.974665642E0
1.145599844E1,-5.565657020E-1,-3.576171398E-1,-9.920661926E0
1.146000000E1,-5.230085254E-1,-3.172221482E-1,-9.824644089E0
1.146399844E1,-5.599367619E-1,-2.551261187E-1,-9.851489067E0
1.146800000E1,-5.700019598E-1,-2.764345407E-1,-9.935640335E0
1.147199844E1,-5.870965719E-1,-2.037753016E-1,-9.917740822E0
1.147599844E1,-5.973054171E-1,-1.628823280E-1,-9.865662575E0
1.147999844E1,-5.967020988E-1,-1.664832085E-1,-9.854486465E0
1.148400000E1,-6.039708853E-1,-1.164156646E-1,-9.889059067E0
1.148799844E1,-5.403042436E-1,-8.098147810E-2,-9.887583733E0
1.149199844E1,-5.200302005E-1,-4.381389171E-2,-9.877106667E0
1.149599844E1,-5.277012587E-1,2.371217310E-2,-9.858260155E0
1.150000000E1,-5.451884866E-1,-7.279331237E-2,-9.887881279E0
1.150399844E1,-5.134413242E-1,-1.156878285E-2,-9.866889000E0
1.150799844E1,-4.856877327E-1,-5.487510003E-3,-9.881991386E0
1.151199844E1,-4.007893801E-1,4.814260826E-2,-9.891654015E0
1.151600000E1,-3.975811601E-1,5.722142011E-2,-9.893033028E0
1.151999844E1,-3.847098947E-1,4.663905129E-2,-9.867644310E0
1.152399844E1,-3.706511557E-1,8.302134275E-2,-9.895982742E0
1.152799844E1,-3.990272284E-1,7.714118063E-2,-9.919157982E0
1.153200000E1,-3.996593058E-1,8.216899633E-2,-9.871350288E0
1.153599844E1,-3.584694564E-1,1.224298999E-1,-9.864071846E0
1.153999844E1,-2.663022876E-1,-3.133531287E-2,-9.882699013E0
1.154399844E1,-4.263402820E-1,3.244430423E-1,-1.003419495E1
1.154800000E1,-3.638994992E-1,5.398445949E-2,-9.752847672E0
1.155199844E1,-3.833883107E-1,1.090798229E-1,-9.912224770E0
1.155600000E1,-3.613424897E-1,7.427770644E-2,-1.003671360E1
1.155999844E1,-4.774421453E-1,1.492258012E-1,-9.810480118E0
1.156400000E1,-3.845949769E-1,1.425028872E-2,-9.746728897E0
1.156799844E1,-3.965276778E-1,-1.275534928E-1,-1.001475430E1
1.157199844E1,-4.846534729E-1,1.934706569E-1,-9.961918831E0
1.157599844E1,-5.614307523E-1,-3.220680356E-2,-9.725687027E0
1.158000000E1,-4.203356206E-1,-1.470039785E-1,-9.812396049E0
1.158399844E1,-4.782944620E-1,-1.460463088E-2,-1.004339886E1
1.158800000E1,-5.682781339E-1,2.712151781E-2,-9.812741280E0
1.159199844E1,-5.468643904E-1,8.370129392E-3,-9.863306999E0
1.159600000E1,-5.031750202E-1,-8.157524467E-2,-9.923535347E0
1.159999844E1,-4.837819934E-1,-4.797980189E-2,-9.934836388E0
1.160399844E1,-4.206133485E-1,9.796115756E-2,-9.810912132E0
1.160799844E1,-2.502994239E-1,8.103893697E-2,-9.839000702E0
1.161199844E1,-1.459505260E-1,9.565314651E-2,-9.949430466E0
1.161599844E1,-1.076145768E-1,2.328600585E-1,-9.851785660E0
1.161999844E1,1.158410534E-1,2.470433116E-1,-9.780553818E0
1.162400000E1,2.080657035E-1,2.368152738E-1,-9.949468613E0
1.162800000E1,2.902251184E-1,2.718376517E-1,-1.000052357E1
1.163199844E1,4.073016047E-1,2.867583334E-1,-9.874769211E0
1.163599844E1,4.857452214E-1,1.669907868E-1,-9.717356682E0
1.164000000E1,4.705085158E-1,3.395073712E-1,-1.014570713E1
1.164400000E1,5.123782754E-1,1.585631818E-1,-9.847802162E0
1.164799844E1,6.141127348E-1,-1.171435043E-1,-9.815451622E0
1.165199844E1,5.277490616E-1,1.264138496E-3,-1.003532505E1
1.165600000E1,5.924787521E-1,-6.148310006E-2,-9.865299225E0
1.165999844E1,6.345975399E-1,-1.054693758E-1,-9.808345795E0
1.166399844E1,5.181627274E-1,-3.300837874E-1,-9.940964699E0
1.166799844E1,5.914348960E-1,-3.536140025E-1,-9.970394135E0
1.167200000E1,6.123889089E-1,-4.641878307E-1,-9.753297806E0
1.167599844E1,5.691496730E-1,-5.177317262E-1,-9.862645149E0
1.167999844E1,6.534255147E-1,-7.145159841E-1,-9.926743507E0
1.168399844E1,6.319639087E-1,-7.663073540E-1,-9.896279335E0
1.168800000E1,5.569870472E-1,-7.115854621E-1,-9.850981712E0
1.169199844E1,6.173496842E-1,-8.532072902E-1,-9.854438782E0
1.169599844E1,6.444616318E-1,-9.077376127E-1,-1.000519657E1
1.169999844E1,5.155482292E-1,-8.653411269E-1,-9.859610558E0
1.170400000E1,4.875456691E-1,-9.545490742E-1,-9.768276215E0
1.170799844E1,5.167549253E-1,-9.243725538E-1,-9.873170853E0
1.171200000E1,5.077048540E-1,-8.942152262E-1,-1.001175690E1
1.171599844E1,4.529829621E-1,-8.406137824E-1,-9.875296593E0
1.172000000E1,5.275384188E-1,-7.763246894E-1,-9.754714966E0
1.172399844E1,5.033090711E-1,-8.799361587E-1,-9.980450630E0
1.172799844E1,4.268191159E-1,-7.057915330E-1,-9.950886726E0
1.173199844E1,4.669746757E-1,-6.553409100E-1,-9.818707466E0
1.173600000E1,4.477444589E-1,-5.822889805E-1,-9.858891487E0
1.173999844E1,4.463270903E-1,-6.913976073E-1,-9.878122330E0
1.174399844E1,4.102799594E-1,-4.475816488E-1,-1.004163647E1
1.174799844E1,3.590344787E-1,-5.152800679E-1,-9.589677811E0
1.175200000E1,2.028176188E-1,-3.617830276E-1,-9.564864159E0
1.175599844E1,5.840224028E-1,-6.393955350E-1,-1.034343052E1
1.175999844E1,3.467761874E-1,-3.181702495E-1,-1.051561165E1
1.176399844E1,1.356075853E-1,-4.176924229E-1,-9.373232841E0
1.176800000E1,3.404554725E-1,-5.195992589E-1,-9.581490517E0
1.177199844E1,2.367099375E-1,-3.067738712E-1,-1.058187294E1
1.177599844E1,1.786936373E-1,-4.255262315E-1,-9.896691322E0
1.177999844E1,6.290046871E-2,-1.473200172E-1,-9.628943443E0
1.178400000E1,1.269501448E-1,-5.139585137E-1,-9.727459908E0
1.178799844E1,-6.230670586E-2,-4.278821349E-1,-1.007173634E1
1.179200000E1,-2.349190786E-2,-1.314129531E-1,-9.959333420E0
1.179600000E1,-1.153813675E-1,-2.643964887E-1,-9.755443573E0
1.180000000E1,6.646303926E-3,-2.019940019E-1,-9.844009399E0
1.180399844E1,-1.214722171E-1,-2.633143067E-1,-9.969206810E0
1.180799844E1,-1.566095203E-1,-2.787616849E-1,-9.973545074E0
1.181200000E1,-1.246325597E-1,-2.476562262E-1,-9.800511360E0
1.181600000E1,-1.832522005E-1,-2.202569693E-1,-9.906852722E0
1.181999844E1,-1.254848987E-1,-1.925895810E-1,-1.000850105E1
1.182399844E1,-8.019617945E-2,-2.477232665E-1,-9.803269386E0
1.182800000E1,-9.411127865E-2,-2.103258371E-1,-9.889595032E0
1.183200000E1,-1.161858216E-1,-2.260317951E-1,-9.943465233E0
1.183599844E1,-5.064215511E-2,-3.140617907E-1,-9.719606400E0
1.183999844E1,-9.096051008E-2,-3.389710784E-1,-9.950427055E0
1.184400000E1,-6.630980968E-2,-2.308489233E-1,-9.938465118E0
1.184800000E1,-1.168466210E-1,-4.162846506E-1,-9.793156624E0
1.185199844E1,-6.437529624E-2,-3.707756698E-1,-9.883312225E0
1.185599844E1,-6.563943624E-2,-5.187373161E-1,-9.970777512E0
1.186000000E1,-1.143566519E-1,-4.416248798E-1,-9.891433716E0
1.186399844E1,-1.422538906E-1,-4.716672897E-1,-9.850435257E0
1.186799844E1,-2.613702118E-1,-5.124070644E-1,-9.876417160E0
1.187199844E1,-2.416228317E-2,-3.889620006E-1,-9.860462189E0
1.187600000E1,-1.482489556E-1,-4.977928400E-1,-9.948023796E0
1.188000000E1,-1.768165827E-1,-4.089296460E-1,-9.992114067E0
1.188399844E1,-2.305903435E-1,-4.900164902E-1,-9.730007172E0
1.188799844E1,-2.337411195E-1,-5.075324178E-1,-9.874118805E0
1.189200000E1,-1.850143224E-1,-4.018619657E-1,-1.010829067E1
1.189600000E1,-2.088222653E-1,-3.496683538E-1,-9.874692917E0
1.189999844E1,-2.066962272E-1,-2.556911707E-1,-9.730772972E0
1.190399844E1,-2.802652717E-1,-5.451692939E-1,-9.878026009E0
1.190800000E1,-1.911913753E-1,-5.328056812E-1,-1.002496243E1
1.191199844E1,-3.097618222E-1,-1.862305850E-1,-9.977356911E0
1.191599844E1,-2.292974889E-1,-2.465644628E-1,-9.651371956E0
1.191999844E1,-2.681505978E-1,-2.004904449E-1,-9.925689697E0
1.192400000E1,-1.882895976E-1,-3.409534693E-1,-9.939413071E0
1.192799844E1,-2.508165836E-1,-3.495917618E-1,-9.930411339E0
1.193199844E1,-2.082955539E-1,-2.705160379E-1,-9.754945755E0
1.193599844E1,-1.945528239E-1,-2.488054335E-1,-9.924511909E0
1.194000000E1,-2.260796875E-1,-1.684177220E-1,-9.952668190E0
1.194399844E1,-1.740105748E-1,-1.801588833E-1,-9.831023216E0
1.194799844E1,-2.176425159E-1,-1.533917040E-1,-9.900598526E0
1.195199844E1,-1.564179808E-1,-8.131666481E-2,-9.926235199E0
1.195600000E1,-2.173360586E-1,1.118571032E-2,-9.864101410E0
1.195999844E1,-1.380688101E-1,5.008669943E-2,-9.852350235E0
1.196399844E1,-1.147109941E-1,1.526926160E-1,-9.920518875E0
1.196800000E1,-1.116847247E-1,1.441309303E-1,-9.932048798E0
1.197199844E1,-5.661807954E-2,9.751104563E-2,-9.832535744E0
1.197599844E1,-9.302909672E-2,1.034773961E-1,-9.909189224E0
1.197999844E1,6.205770746E-2,3.082774207E-2,-9.909984589E0
1.198400000E1,7.018841803E-2,-1.244984916E-3,-9.929913521E0
1.198800000E1,1.281759739E-1,6.389645487E-2,-9.874272346E0
1.199199844E1,1.682644933E-1,2.342486940E-2,-9.863613129E0
1.199599844E1,8.927499503E-2,5.230851844E-2,-9.889327049E0
1.200000000E1,1.247379109E-1,-1.102577746E-1,-9.895196915E0
1.200399844E1,3.082773983E-1,-6.254612654E-2,-9.768314362E0
1.200800000E1,2.413834184E-1,-1.652956754E-2,-9.982556343E0
1.201199844E1,1.735796183E-1,-4.226244614E-2,-9.899439812E0
1.201600000E1,3.229107559E-1,9.794200212E-2,-9.746986389E0
1.201999844E1,2.476753891E-1,3.937025368E-2,-9.925000191E0
1.202399844E1,1.758972108E-1,-1.239238828E-1,-9.940351486E0
1.202799844E1,2.554325759E-1,1.340465695E-1,-9.891644478E0
1.203200000E1,1.685422212E-1,2.685049474E-1,-9.832795143E0
1.203600000E1,7.180690020E-2,2.553272545E-1,-9.911449432E0
1.203999844E1,2.473306060E-1,-2.624045126E-3,-9.818572998E0
1.204399844E1,1.025484502E-1,2.292495966E-1,-1.006221676E1
1.204800000E1,1.517636627E-1,4.505887628E-2,-9.731261253E0
1.205200000E1,8.163269609E-2,1.184651032E-1,-9.919733047E0
1.205600000E1,1.218169853E-1,1.001446694E-1,-9.869301796E0
1.205999844E1,3.167529106E-1,-8.561665565E-2,-9.942381859E0
1.206400000E1,1.877149940E-1,1.339699626E-1,-9.918201447E0
1.206799844E1,2.624332309E-1,-1.757439822E-1,-9.768103600E0
1.207199844E1,2.908955216E-1,-1.977993548E-1,-9.869751930E0
1.207599844E1,2.301785648E-1,-2.104982138E-1,-9.918813705E0
1.208000000E1,2.806100249E-1,-2.152195722E-1,-9.932901382E0
1.208400000E1,3.064865470E-1,-2.340858877E-1,-9.881397247E0
1.208799844E1,3.735529184E-1,-4.649348259E-1,-9.718380928E0
1.209199844E1,2.980876863E-1,-2.399756312E-1,-9.874866486E0
1.209600000E1,3.803237379E-1,-3.913083076E-1,-9.883178711E0
1.209999844E1,2.163687944E-1,-3.907145560E-1,-1.003347683E1
1.210399844E1,1.434126943E-1,-3.210528493E-1,-9.793971062E0
1.210799844E1,1.630259901E-1,-3.426389992E-1,-9.842055321E0
1.211200156E1,8.729259670E-2,-3.430220783E-1,-9.940773010E0
1.211600156E1,4.286578670E-2,-3.319033682E-1,-9.946260452E0
1.211999844E1,4.845863953E-2,-3.793181777E-1,-9.880679131E0
1.212399844E1,-5.167644843E-2,-3.226425946E-1,-9.811879158E0
1.212800000E1,-4.559517652E-2,-2.636590600E-1,-9.894968033E0
1.213199844E1,-1.192120910E-1,-3.007692099E-1,-9.925383568E0
1.213599844E1,-1.807717979E-1,-2.403682768E-1,-9.864973068E0
1.214000000E1,-1.688103825E-1,-3.557783961E-1,-9.851852417E0
1.214400000E1,-1.996860057E-1,-2.627588511E-1,-9.942190170E0
1.214799844E1,-2.373515815E-1,-4.130572379E-1,-9.886741638E0
1.215199844E1,-2.511230409E-1,-3.399096131E-1,-9.852523804E0
1.215600000E1,-1.924267709E-1,-2.771528065E-1,-9.941137314E0
1.216000000E1,-1.327249557E-1,-4.181712568E-1,-9.854122162E0
1.216399844E1,-1.415930986E-1,-1.905688792E-1,-1.005350208E1
1.216799844E1,-1.233492792E-2,-4.066790938E-1,-9.850310326E0
1.217200000E1,-1.527404934E-1,-3.694348931E-1,-9.839690208E0
1.217600000E1,-6.499778479E-2,-3.050979078E-1,-9.800760269E0
1.217999844E1,-9.255026281E-2,-3.006542623E-1,-9.979300499E0
1.218399844E1,-4.422569275E-2,-4.145416617E-1,-9.857867241E0
1.218800000E1,-7.547481358E-2,-2.322375625E-1,-9.861907959E0
1.219199844E1,-1.471093297E-1,-2.988538146E-1,-9.880458832E0
1.219599844E1,-1.471093297E-1,-3.507888615E-1,-9.919637680E0
1.219999844E1,-1.492353827E-1,-2.571755648E-1,-1.001894951E1
1.220400000E1,-1.119528711E-1,-3.697796762E-1,-9.852216721E0
1.220799844E1,-7.233361900E-2,-3.909731507E-1,-9.821446419E0
1.221199844E1,-7.466079295E-2,-3.510091305E-1,-9.831454277E0
1.221599844E1,-1.014949977E-1,-4.994304776E-1,-9.933963776E0
1.222000000E1,-1.363162696E-1,-4.411747456E-1,-9.912866592E0
1.222399844E1,-9.647675604E-2,-4.987313449E-1,-9.828820229E0
1.222799844E1,-1.139161140E-1,-4.850269556E-1,-9.881071091E0
1.223199844E1,-1.626429111E-1,-5.012596250E-1,-9.903902054E0
1.223600000E1,-1.689348817E-1,-6.141510606E-1,-9.897850037E0
1.223999844E1,-1.730050147E-1,-5.781901479E-1,-9.870929718E0
1.224400156E1,-2.307818979E-1,-5.941929817E-1,-9.892401695E0
1.224800156E1,-2.043115944E-1,-5.606741309E-1,-9.897936821E0
1.225199844E1,-2.349669486E-1,-6.578404307E-1,-9.921600342E0
1.225599844E1,-1.950699836E-1,-6.354498863E-1,-9.901939392E0
1.225999844E1,-1.843248010E-1,-6.915221214E-1,-9.868200302E0
1.226399844E1,-1.579119712E-1,-7.567688823E-1,-9.899267197E0
1.226800156E1,-1.207156554E-1,-8.235287666E-1,-9.937862396E0
1.227200156E1,-7.556100190E-2,-8.788731098E-1,-9.882967949E0
1.227600156E1,-3.801034391E-2,-9.750242829E-1,-9.880908966E0
1.228000156E1,-8.178592660E-3,-9.993206263E-1,-9.916295052E0
1.228399844E1,2.647029236E-2,-1.124882221E0,-9.945705414E0
1.228799844E1,7.720821351E-2,-1.244879484E0,-9.891567230E0
1.229199844E1,9.377609193E-2,-1.359992743E0,-9.882595062E0
1.229600156E1,1.618193090E-1,-1.397830725E0,-9.897361755E0
1.230000000E1,1.982973665E-1,-1.470633507E0,-9.921427727E0
1.230399844E1,2.143864036E-1,-1.463144541E0,-9.916735649E0
1.230800000E1,2.218084186E-1,-1.542823553E0,-9.843578339E0
1.231200000E1,2.167231441E-1,-1.530871749E0,-9.840983391E0
1.231599844E1,1.934898049E-1,-1.459926724E0,-9.886377335E0
1.231999844E1,1.591665298E-1,-1.445379496E0,-9.961018562E0
1.232399844E1,1.220372468E-1,-1.437976718E0,-9.938637733E0
1.232800000E1,1.713482141E-1,-1.406018972E0,-9.851047516E0
1.233199844E1,1.809058785E-1,-1.336376309E0,-9.845895767E0
1.233599844E1,1.778508723E-1,-1.314186931E0,-9.893789291E0
1.233999844E1,1.381358653E-1,-1.305385828E0,-9.922433853E0
1.234400000E1,1.112920716E-1,-1.268457651E0,-9.927634239E0
1.234799844E1,1.473870575E-1,-1.291518569E0,-9.842803001E0
1.235199844E1,1.716355234E-1,-1.277143836E0,-9.894306183E0
1.235599844E1,1.784159094E-1,-1.224739552E0,-9.917328835E0
1.236000000E1,1.801110059E-1,-1.372279763E0,-9.875191689E0
1.236399844E1,1.664353162E-1,-1.297963738E0,-9.891999245E0
1.236799844E1,1.121827140E-1,-1.360078931E0,-9.879721642E0
1.237199844E1,1.513422877E-1,-1.392755032E0,-9.909170151E0
1.237600000E1,1.660043597E-1,-1.431157947E0,-9.897208214E0
1.237999844E1,2.041296363E-1,-1.479932785E0,-9.917472839E0
1.238399844E1,1.970906854E-1,-1.523133636E0,-9.887899399E0
1.238799844E1,2.131988704E-1,-1.477385283E0,-9.865853310E0
1.239200000E1,1.036210507E-1,-1.449555039E0,-9.908355713E0
1.239599844E1,4.279874638E-2,-1.435639858E0,-9.949354172E0
1.239999844E1,-2.500504255E-2,-1.374865532E0,-9.875267982E0
1.240399844E1,-1.175840273E-1,-1.305050611E0,-9.850425720E0
1.240800000E1,-1.813368350E-1,-1.285035014E0,-9.865595818E0
1.241199844E1,-2.358480245E-1,-1.222153783E0,-9.916055679E0
1.241599844E1,-3.148949742E-1,-1.110354185E0,-9.916792870E0
1.241999844E1,-3.144927621E-1,-1.081097007E0,-9.935621262E0
1.242400000E1,-3.187448680E-1,-1.061033607E0,-9.878916740E0
1.242799844E1,-3.654509485E-1,-1.119480848E0,-9.863872528E0
1.243199844E1,-3.560656607E-1,-1.060439825E0,-9.879673004E0
1.243599844E1,-3.595229089E-1,-9.896193147E-1,-9.913957596E0
1.244000000E1,-3.951869309E-1,-9.738463163E-1,-9.927834511E0
1.244399844E1,-3.679409325E-1,-9.340164065E-1,-9.882527351E0
1.244799844E1,-3.111025691E-1,-9.838827848E-1,-9.875459671E0
1.245199844E1,-3.302849233E-1,-9.539361596E-1,-9.924224854E0
1.245599844E1,-4.061811268E-1,-9.339972734E-1,-9.893751144E0
1.245999844E1,-3.928310275E-1,-8.405084014E-1,-9.878715515E0
1.246400000E1,-4.046105146E-1,-7.739496231E-1,-9.892908096E0
1.246800000E1,-4.208719134E-1,-7.307295203E-1,-9.885667801E0
1.247200000E1,-4.310041666E-1,-6.941652894E-1,-9.914072990E0
1.247599844E1,-4.565742612E-1,-6.669096947E-1,-9.890035629E0
1.247999844E1,-5.033952594E-1,-6.017682552E-1,-9.879481316E0
1.248400000E1,-5.111429095E-1,-4.740231931E-1,-9.877000809E0
1.248800000E1,-5.072834492E-1,-4.013639688E-1,-9.917003632E0
1.249199844E1,-5.021981597E-1,-3.372951448E-1,-9.910759926E0
1.249599844E1,-4.936556816E-1,-3.147608936E-1,-9.880869865E0
1.250000000E1,-4.643889368E-1,-3.090339601E-1,-9.856219292E0
1.250399844E1,-4.345093071E-1,-3.221254945E-1,-9.907149315E0
1.250799844E1,-3.739838898E-1,-3.460100293E-1,-9.944795609E0
1.251199844E1,-2.729677260E-1,-3.442000151E-1,-9.938072205E0
1.251600000E1,-1.346499026E-1,-3.572723567E-1,-9.861898422E0
1.251999844E1,-4.973235726E-2,-3.459908664E-1,-9.866543770E0
1.252399844E1,-4.788403385E-5,-3.737636209E-1,-9.863632202E0
1.252799844E1,6.301539019E-3,-3.872190118E-1,-9.885400772E0
1.253200000E1,6.962338462E-3,-3.894121051E-1,-9.879673004E0
1.253599844E1,-2.872084454E-2,-3.647135198E-1,-9.886242867E0
1.253999844E1,-7.806055248E-2,-3.498407602E-1,-9.867941856E0
1.254399844E1,-1.855219007E-1,-2.968427241E-1,-9.886253357E0
1.254800000E1,-2.727570534E-1,-2.262041718E-1,-9.904448509E0
1.255199844E1,-3.728346527E-1,-1.680059135E-1,-9.921706200E0
1.255599844E1,-4.323832393E-1,-1.019067988E-1,-9.940007210E0
1.255999844E1,-4.455513656E-1,-6.331226975E-2,-9.926436424E0
1.256400000E1,-4.286004007E-1,9.394847788E-3,-9.912425995E0
1.256799844E1,-3.715896904E-1,7.144297659E-2,-9.901633263E0
1.257200000E1,-3.074442148E-1,1.148067638E-1,-9.910463333E0
1.257599844E1,-1.630355567E-1,1.433743685E-1,-9.894631386E0
1.258000000E1,-4.306689650E-2,1.216446012E-1,-9.886751175E0
1.258399844E1,7.317638397E-2,9.972328693E-2,-9.850397110E0
1.258799844E1,1.470901817E-1,1.865562052E-2,-9.859274864E0
1.259199844E1,2.144725919E-1,2.546472847E-2,-9.880822182E0
1.259600000E1,1.950125098E-1,2.336740866E-2,-9.849008560E0
1.259999844E1,1.374846399E-1,-3.861368448E-2,-9.874032021E0
1.260399844E1,1.000010148E-1,-7.795520872E-2,-9.924962044E0
1.260799844E1,2.605849132E-2,-1.580173224E-1,-9.921744347E0
1.261200000E1,-7.000645250E-2,-2.398511171E-1,-9.855175972E0
1.261600000E1,-1.138586551E-1,-2.502419651E-1,-9.861094475E0
1.261999844E1,-1.516774595E-1,-2.687635124E-1,-9.889096260E0
1.262399844E1,-1.881938279E-1,-2.645114064E-1,-9.924051285E0
1.262800000E1,-2.403012365E-1,-2.659670711E-1,-9.935688019E0
1.263199844E1,-2.162730247E-1,-2.867774665E-1,-9.925374031E0
1.263600000E1,-2.346317619E-1,-2.734561563E-1,-9.911947250E0
1.264000000E1,-2.323620617E-1,-2.084775120E-1,-9.888570786E0
1.264400000E1,-2.102492154E-1,-1.244027168E-1,-9.904573441E0
1.264799844E1,-1.070303991E-1,-1.136383861E-1,-9.899669647E0
1.265199844E1,3.619075567E-2,-1.630547196E-1,-9.913431168E0
1.265600000E1,1.272949129E-1,-1.836544126E-1,-9.896394730E0
1.265999844E1,2.340667397E-1,-1.695094705E-1,-9.825717926E0
1.266399844E1,3.151248097E-1,-1.542823613E-1,-9.849994659E0
1.266799844E1,3.320278823E-1,-1.327441186E-1,-9.860194206E0
1.267200000E1,2.642719746E-1,-9.786538780E-2,-9.877097130E0
1.267600000E1,1.175457239E-1,-7.847236097E-2,-9.889307976E0
1.267999844E1,-2.482308447E-2,-5.161898956E-2,-9.879070282E0
1.268399844E1,-1.391988844E-1,-6.742072292E-3,-9.892161369E0
1.268800000E1,-2.899857163E-1,3.504153341E-2,-9.906814575E0
1.269199844E1,-3.439893126E-1,8.708190173E-2,-9.893204689E0
1.269600000E1,-3.289824426E-1,1.247283295E-1,-9.860232353E0
1.269999844E1,-3.010181785E-1,1.353490204E-1,-9.898596764E0
1.270400000E1,-2.548579872E-1,1.567723304E-1,-9.945513725E0
1.270799844E1,-1.728134751E-1,1.595879048E-1,-9.918967247E0
1.271199844E1,-1.135426164E-1,1.439777017E-1,-9.899373055E0
1.271600000E1,-1.111484244E-1,1.655829996E-1,-9.863191605E0
1.272000000E1,-1.134564281E-1,2.048191726E-1,-9.900771141E0
1.272399844E1,-1.487948447E-1,1.960659623E-1,-9.891931534E0
1.272800000E1,-1.908466071E-1,1.955105066E-1,-9.891471863E0
1.273199844E1,-1.717887521E-1,1.783297062E-1,-9.836903572E0
1.273600000E1,-1.593485028E-1,1.751214862E-1,-9.891758919E0
1.273999844E1,-9.876561165E-2,1.377815306E-1,-9.903700829E0
1.274399844E1,1.018972229E-2,1.513901651E-1,-9.905817986E0
1.274799844E1,1.039370820E-1,1.082849577E-1,-9.859724998E0
1.275200000E1,1.770943105E-1,1.081604511E-1,-9.870134354E0
1.275599844E1,1.701415628E-1,8.060798794E-2,-9.868756294E0
1.276000000E1,7.737102360E-2,7.106947899E-2,-9.898626328E0
1.276399844E1,-2.760993317E-2,6.493074447E-2,-9.882708549E0
1.276800000E1,-1.295837760E-1,6.921158731E-2,-9.879913330E0
1.277200000E1,-2.377633750E-1,7.775409520E-2,-9.879750252E0
1.277599844E1,-2.727665901E-1,6.744945049E-2,-9.892123222E0
1.277999844E1,-2.912115455E-1,5.994123593E-2,-9.893358231E0
1.278400000E1,-2.577310205E-1,8.932287246E-2,-9.894728661E0
1.278799844E1,-2.197781354E-1,1.133702397E-1,-9.912511826E0
