"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.803998437E0,-1.199399233E-1,5.825571343E-2,-9.891788483E0
3.807998437E0,-1.212519556E-1,5.294058472E-2,-9.884107590E0
3.812000000E0,-1.308766454E-1,6.095637381E-2,-9.887794495E0
3.815998437E0,-1.322173923E-1,5.741295591E-2,-9.903250694E0
3.819998437E0,-1.128147840E-1,6.154056266E-2,-9.900005341E0
3.823998437E0,-1.203038469E-1,6.671203673E-2,-9.890188217E0
3.828000000E0,-1.164731234E-1,5.666596442E-2,-9.903099060E0
3.831998437E0,-1.279748678E-1,5.458780006E-2,-9.897093773E0
3.835998437E0,-1.261457056E-1,6.389645487E-2,-9.888455391E0
3.839998437E0,-1.155058667E-1,6.233543530E-2,-9.884625435E0
3.844000000E0,-1.206294522E-1,4.731900245E-2,-9.895829201E0
3.848000000E0,-1.251305491E-1,6.773675233E-2,-9.899343491E0
3.851998437E0,-1.306468099E-1,6.151182950E-2,-9.897792816E0
3.855998437E0,-1.158985123E-1,5.800671875E-2,-9.878006935E0
3.860000000E0,-1.181586459E-1,4.834371805E-2,-9.898405075E0
3.863998437E0,-1.140789241E-1,4.497268423E-2,-9.895800591E0
3.867998437E0,-1.249102950E-1,5.757576227E-2,-9.894497871E0
3.871998437E0,-1.294592768E-1,6.719087809E-2,-9.878064156E0
3.876006250E0,-1.121827140E-1,5.680961534E-2,-9.885390282E0
3.879998437E0,-1.205815747E-1,6.317819655E-2,-9.876101494E0
3.884000000E0,-1.259350181E-1,5.182967708E-2,-9.890351295E0
3.887998437E0,-1.271225363E-1,5.956773832E-2,-9.875861168E0
3.891998437E0,-1.176510677E-1,5.227021128E-2,-9.891654015E0
3.896000000E0,-1.119432971E-1,4.435019195E-2,-9.896661758E0
3.899998437E0,-1.054502204E-1,5.105395988E-2,-9.896566391E0
3.903998437E0,-1.202368066E-1,6.400179863E-2,-9.876331329E0
3.908000000E0,-1.213956028E-1,5.805460364E-2,-9.892688751E0
3.911998437E0,-1.214051843E-1,7.330088317E-2,-9.893454552E0
3.915998437E0,-1.067239344E-1,6.002742425E-2,-9.883589745E0
3.919998437E0,-1.264617294E-1,5.555505678E-2,-9.893491745E0
3.923998437E0,-1.200165376E-1,5.566997826E-2,-9.883561134E0
3.927998437E0,-1.167316958E-1,5.586151406E-2,-9.883752823E0
3.931998437E0,-1.078635678E-1,4.978024215E-2,-9.883733749E0
3.936000000E0,-1.234163046E-1,4.992389306E-2,-9.895714760E0
3.940000000E0,-1.243356839E-1,4.131434485E-2,-9.883868217E0
3.943998437E0,-1.256572753E-1,6.561069936E-2,-9.872787476E0
3.947998437E0,-1.335581541E-1,5.945281684E-2,-9.873764992E0
3.952000000E0,-1.202080771E-1,5.502833053E-2,-9.883418083E0
3.956000000E0,-1.240100712E-1,6.221093610E-2,-9.890341759E0
3.959998437E0,-1.163773611E-1,6.030515209E-2,-9.884011269E0
3.963998437E0,-1.086584479E-1,5.522944778E-2,-9.891845703E0
3.968000000E0,-1.243261024E-1,4.860229418E-2,-9.893866539E0
3.971998437E0,-1.325813085E-1,5.612008646E-2,-9.895657539E0
3.975998437E0,-1.192216650E-1,5.496129766E-2,-9.894382477E0
3.979998437E0,-1.251784414E-1,4.383304715E-2,-9.890007019E0
3.984000000E0,-1.040041223E-1,5.716396123E-2,-9.883418083E0
3.987998437E0,-1.186087504E-1,6.105214357E-2,-9.890993118E0
3.991998437E0,-1.182448342E-1,6.701849401E-2,-9.887114525E0
3.995998437E0,-1.170094237E-1,6.155013666E-2,-9.877911568E0
4.000000000E0,-1.163965091E-1,6.051584333E-2,-9.894402504E0
4.003998437E0,-1.086871773E-1,5.619670078E-2,-9.881320000E0
4.008000000E0,-1.132553145E-1,5.408980697E-2,-9.880784035E0
4.011998437E0,-1.111579984E-1,5.302678049E-2,-9.893310547E0
4.016000000E0,-1.207635328E-1,5.592855066E-2,-9.891989708E0
4.020000000E0,-1.177659929E-1,5.272032320E-2,-9.894220352E0
4.024000000E0,-1.294880062E-1,5.138914660E-2,-9.912674904E0
4.027998437E0,-1.155441776E-1,6.396349519E-2,-9.886664391E0
4.032000000E0,-1.219223216E-1,5.703946203E-2,-9.882804871E0
4.035998437E0,-1.184842512E-1,6.066907197E-2,-9.890170097E0
4.039998437E0,-1.170190051E-1,4.653370380E-2,-9.890160561E0
4.043998437E0,-1.167604327E-1,5.494214222E-2,-9.883139610E0
4.048000000E0,-1.153622121E-1,4.687846825E-2,-9.888570786E0
4.051998437E0,-1.112824902E-1,5.255751312E-2,-9.886117935E0
4.056000000E0,-1.142129973E-1,5.838021636E-2,-9.890371323E0
4.059998437E0,-1.175170019E-1,4.729027301E-2,-9.899506569E0
4.064000000E0,-1.207731068E-1,5.163814127E-2,-9.894622803E0
4.067998437E0,-1.198058575E-1,4.025131837E-2,-9.880707741E0
4.071998437E0,-1.258967072E-1,4.927267134E-2,-9.886261940E0
4.076004687E0,-1.189535111E-1,5.586151406E-2,-9.898395538E0
4.080000000E0,-1.255232096E-1,5.321831629E-2,-9.887401581E0
4.083998437E0,-1.209359095E-1,6.042007357E-2,-9.878582001E0
4.087998437E0,-1.141076535E-1,6.255570054E-2,-9.885677338E0
4.092000000E0,-1.157261357E-1,5.818868056E-2,-9.891845703E0
4.095998437E0,-1.024047956E-1,5.303635821E-2,-9.878859520E0
4.099998437E0,-1.100662351E-1,6.489244103E-2,-9.884231567E0
4.103998437E0,-1.028261706E-1,5.716396123E-2,-9.886635780E0
4.108000000E0,-1.224298999E-1,5.511452630E-2,-9.889699936E0
4.112000000E0,-1.242399141E-1,5.315127969E-2,-9.890820503E0
4.115998437E0,-1.126998588E-1,5.430049449E-2,-9.894986153E0
4.119998437E0,-1.044925377E-1,5.478890985E-2,-9.899909019E0
4.124000000E0,-1.226693168E-1,5.773856863E-2,-9.890600204E0
4.127998437E0,-1.160613224E-1,7.511088997E-2,-9.894603729E0
4.131998437E0,-1.202176586E-1,7.715075463E-2,-9.885515213E0
4.135998437E0,-1.146439537E-1,7.071514428E-2,-9.887947083E0
4.140000000E0,-1.185129881E-1,5.875370651E-2,-9.878916740E0
4.143998437E0,-1.094341725E-1,5.376419425E-2,-9.893464088E0
4.147998437E0,-1.252454817E-1,5.814079195E-2,-9.901086807E0
4.151998437E0,-1.298231930E-1,7.833828032E-2,-9.889929771E0
4.156000000E0,-1.290570498E-1,5.475060269E-2,-9.874195099E0
4.159998437E0,-1.130542085E-1,5.104437843E-2,-9.882115364E0
4.163998437E0,-1.149121001E-1,6.526593864E-2,-9.902839661E0
4.167998437E0,-1.244122982E-1,6.702806801E-2,-9.893617630E0
4.172000000E0,-1.377049088E-1,4.924394190E-2,-9.870355606E0
4.176004687E0,-1.250539422E-1,4.888001829E-2,-9.881254196E0
4.179998437E0,-1.060439870E-1,4.699338973E-2,-9.892218590E0
4.183998437E0,-1.137150005E-1,5.511452630E-2,-9.890246391E0
4.188000000E0,-1.140693426E-1,6.313031167E-2,-9.870547295E0
4.192000000E0,-1.076050028E-1,7.473740727E-2,-9.876992226E0
4.195998437E0,-1.090319455E-1,6.109045073E-2,-9.916027069E0
4.199998437E0,-1.251114011E-1,4.761588201E-2,-9.898300171E0
4.204000000E0,-1.283100545E-1,5.723099783E-2,-9.876196861E0
4.207998437E0,-1.177468449E-1,6.342719495E-2,-9.887162209E0
4.212000000E0,-1.032283977E-1,6.099468097E-2,-9.903461456E0
4.215998437E0,-1.260882467E-1,5.367800221E-2,-9.887056351E0
4.220000000E0,-1.250252128E-1,5.468356609E-2,-9.892007828E0
4.223998437E0,-1.209646463E-1,5.731718987E-2,-9.876455307E0
4.227998437E0,-1.165497378E-1,5.515283346E-2,-9.881981850E0
4.231998437E0,-1.173924953E-1,6.180871278E-2,-9.887420654E0
4.235998437E0,-1.227746680E-1,5.030696467E-2,-9.886712074E0
4.239998437E0,-1.317481399E-1,6.531382352E-2,-9.874990463E0
4.243998437E0,-1.282238662E-1,6.965211779E-2,-9.901738167E0
4.247998437E0,-1.102960780E-1,5.326620117E-2,-9.905262947E0
4.251998437E0,-1.167221218E-1,5.510494485E-2,-9.886090279E0
4.255998437E0,-1.223245561E-1,5.496129766E-2,-9.883782387E0
4.259998437E0,-1.259733140E-1,6.343676895E-2,-9.884892464E0
4.264000000E0,-1.250730902E-1,5.537309498E-2,-9.892630577E0
4.268000000E0,-1.310011446E-1,6.661626697E-2,-9.885256767E0
4.271998437E0,-1.199112013E-1,5.732676759E-2,-9.881780624E0
4.275998437E0,-1.269118488E-1,5.009627715E-2,-9.888484001E0
4.280000000E0,-1.220180988E-1,5.630204827E-2,-9.899439812E0
4.284000000E0,-1.100662351E-1,5.689580739E-2,-9.902772903E0
4.287998437E0,-1.140214652E-1,5.833232775E-2,-9.886990547E0
4.291998437E0,-1.191259027E-1,5.373546109E-2,-9.893416405E0
4.296000000E0,-1.280323267E-1,5.685750023E-2,-9.894814491E0
4.299998437E0,-1.228704304E-1,6.194278598E-2,-9.884519577E0
4.303998437E0,-1.222575158E-1,5.711607635E-2,-9.885840416E0
4.307998437E0,-1.260690838E-1,5.479848757E-2,-9.883925438E0
4.312000000E0,-1.181394905E-1,5.255751312E-2,-9.887594223E0
4.316000000E0,-9.911037236E-2,5.954858288E-2,-9.896815300E0
4.319998437E0,-1.129871681E-1,5.511452630E-2,-9.899343491E0
4.324000000E0,-1.197962835E-1,6.084145233E-2,-9.890130997E0
4.328000000E0,-1.185800284E-1,4.984727874E-2,-9.883131027E0
4.331998437E0,-1.224011704E-1,4.212837294E-2,-9.878705978E0
4.335998437E0,-1.111963019E-1,6.034345925E-2,-9.892822266E0
4.339998437E0,-1.169328094E-1,5.998911709E-2,-9.890235901E0
4.344000000E0,-1.037551239E-1,5.940493569E-2,-9.882431984E0
4.348000000E0,-1.120677963E-1,4.703169689E-2,-9.883034706E0
4.351998437E0,-1.297274381E-1,5.319916084E-2,-9.890170097E0
4.355998437E0,-1.294496953E-1,6.172252074E-2,-9.888598442E0
4.360000000E0,-1.222383678E-1,5.682877079E-2,-9.871810913E0
4.363998437E0,-1.243931428E-1,5.298847333E-2,-9.883666992E0
4.367998437E0,-1.198824719E-1,4.743392393E-2,-9.884816170E0
4.371998437E0,-1.207060665E-1,5.208825320E-2,-9.883359909E0
4.376001562E0,-1.219989359E-1,6.449022144E-2,-9.888444901E0
4.379998437E0,-1.230619624E-1,3.689943627E-2,-9.884011269E0
4.383998437E0,-1.212519556E-1,3.808695823E-2,-9.887201309E0
4.387998437E0,-1.169519648E-1,6.974788755E-2,-9.895149231E0
4.392000000E0,-1.201889291E-1,6.039134040E-2,-9.885237694E0
4.395998437E0,-1.060439870E-1,7.376056910E-2,-9.887689590E0
4.399998437E0,-1.236365736E-1,5.224148184E-2,-9.890859604E0
4.403998437E0,-1.187140942E-1,4.851610214E-2,-9.894105911E0
4.407998437E0,-1.119049937E-1,3.345178440E-2,-9.897830963E0
4.412000000E0,-1.061876342E-1,5.507621914E-2,-9.887458801E0
4.415998437E0,-1.136192307E-1,6.300581247E-2,-9.868037224E0
4.419998437E0,-1.283675283E-1,6.227797270E-2,-9.880592346E0
4.423998437E0,-1.265862286E-1,7.654741406E-2,-9.889030457E0
4.427998437E0,-1.236653030E-1,6.371449679E-2,-9.884270668E0
4.431998437E0,-1.270076185E-1,6.515101343E-2,-9.878045082E0
4.436000000E0,-1.123934016E-1,4.231033474E-2,-9.892142296E0
4.440000000E0,-1.082274914E-1,5.609135702E-2,-9.901862144E0
4.443998437E0,-1.093767062E-1,5.099649727E-2,-9.882364273E0
4.447998437E0,-1.227459311E-1,6.685569137E-2,-9.889460564E0
4.452000000E0,-1.087637916E-1,4.797980189E-2,-9.884030342E0
4.455998437E0,-1.140789241E-1,4.862144962E-2,-9.898902893E0
4.459998437E0,-1.126902848E-1,6.343676895E-2,-9.878935814E0
4.463998437E0,-1.175936162E-1,6.581181288E-2,-9.880162239E0
4.468000000E0,-1.209838018E-1,5.910805240E-2,-9.873754501E0
4.471998437E0,-1.179479510E-1,5.331408232E-2,-9.877843857E0
4.476004687E0,-1.237323433E-1,6.306327134E-2,-9.877575874E0
4.479998437E0,-1.154388264E-1,5.306508765E-2,-9.881568909E0
4.484000000E0,-1.085818335E-1,4.888959974E-2,-9.894651413E0
4.487998437E0,-1.187045202E-1,6.382941455E-2,-9.900656700E0
4.491998437E0,-1.421293914E-1,6.406883895E-2,-9.879549026E0
4.495998437E0,-1.172009557E-1,5.616797134E-2,-9.874223709E0
4.500000000E0,-1.155920550E-1,5.383123085E-2,-9.909696579E0
4.503998437E0,-1.261840016E-1,5.451118574E-2,-9.871322632E0
4.507998437E0,-1.153717861E-1,6.654923409E-2,-9.856870651E0
4.511998437E0,-1.232630759E-1,6.132987142E-2,-9.893061638E0
4.516000000E0,-9.323021770E-2,4.647624120E-2,-9.908432961E0
4.520000000E0,-1.045116931E-1,5.238513276E-2,-9.908432961E0
4.523998437E0,-1.254657507E-1,6.008488312E-2,-9.872950554E0
4.527998437E0,-1.158602089E-1,5.499960482E-2,-9.872126579E0
4.532000000E0,-1.170285791E-1,5.049850047E-2,-9.901901245E0
4.535998437E0,-1.145386100E-1,6.246950850E-2,-9.896107674E0
4.539998437E0,-1.225735471E-1,5.150406808E-2,-9.867070198E0
4.543998437E0,-1.225065142E-1,5.526775494E-2,-9.893329620E0
4.548000000E0,-1.087350622E-1,3.750277683E-2,-9.903136253E0
4.551998437E0,-1.025580242E-1,5.620627850E-2,-9.887689590E0
4.556000000E0,-1.110047698E-1,5.241386592E-2,-9.889039040E0
4.559998437E0,-1.174978390E-1,5.315127969E-2,-9.885275841E0
4.564000000E0,-1.033433229E-1,4.047158360E-2,-9.882613182E0
4.567998437E0,-1.312309802E-1,3.253241256E-2,-9.876168251E0
4.571998437E0,-1.248719841E-1,4.847779498E-2,-9.872883797E0
4.575998437E0,-1.025580242E-1,5.148491263E-2,-9.907216072E0
4.580000000E0,-1.135138944E-1,7.712202519E-2,-9.926255226E0
4.583998437E0,-1.186183318E-1,6.404010952E-2,-9.895829201E0
4.587998437E0,-1.231960431E-1,4.102703929E-2,-9.879769325E0
4.592000000E0,-8.726385981E-2,6.360915303E-2,-9.898712158E0
4.596000000E0,-1.043010056E-1,5.554547906E-2,-9.891941071E0
4.599998437E0,-1.238664165E-1,4.806599393E-2,-9.827911377E0
4.603998437E0,-1.159272492E-1,5.885905400E-2,-9.862234116E0
4.608000000E0,-1.099704728E-1,4.956955463E-2,-9.933120728E0
4.612000000E0,-1.059290618E-1,6.826347858E-2,-9.926838875E0
4.615998437E0,-1.383273900E-1,8.198704571E-2,-9.897706032E0
4.619998437E0,-1.351191700E-1,6.693230569E-2,-9.872500420E0
4.624000000E0,-1.018206105E-1,5.068046227E-2,-9.895072937E0
4.627998437E0,-1.136383861E-1,3.442861885E-2,-9.905405998E0
4.631998437E0,-1.118092164E-1,5.195417628E-2,-9.848501205E0
4.635998437E0,-1.029027849E-1,5.002924055E-2,-9.856401443E0
4.640000000E0,-1.172105372E-1,6.402094662E-2,-9.926445961E0
4.644000000E0,-1.063217074E-1,4.684973881E-2,-9.930966377E0
4.647998437E0,-1.256285608E-1,8.120174706E-2,-9.887775421E0
4.651998437E0,-1.408461034E-1,8.241800219E-2,-9.863316536E0
4.656000000E0,-1.066569015E-1,4.633259028E-2,-9.866217613E0
4.659998437E0,-1.011310816E-1,3.990655392E-2,-9.886366844E0
4.663998437E0,-1.186279058E-1,4.022258893E-2,-9.896385193E0
4.667998437E0,-1.151611060E-1,6.719087809E-2,-9.876044273E0
4.672000000E0,-1.165497378E-1,6.012319028E-2,-9.892286301E0
4.676000000E0,-1.148929521E-1,6.241204962E-2,-9.905683517E0
4.679998437E0,-1.161283553E-1,5.702031031E-2,-9.913086891E0
4.683998437E0,-1.267394572E-1,7.226658612E-2,-9.874109268E0
4.688000000E0,-1.194323599E-1,6.652049720E-2,-9.863286972E0
4.691998437E0,-1.091085598E-1,4.958870634E-2,-9.866303444E0
4.696000000E0,-1.306563765E-1,4.098873213E-2,-9.882057190E0
4.699998437E0,-1.300626099E-1,6.336972862E-2,-9.898980141E0
4.704000000E0,-1.346020252E-1,6.158844382E-2,-9.908125877E0
4.707998437E0,-1.210412607E-1,7.175900787E-2,-9.914944649E0
4.711998437E0,-1.228895858E-1,6.004657596E-2,-9.901766777E0
4.715998437E0,-1.082945317E-1,5.752787739E-2,-9.872327805E0
4.720000000E0,-1.236748844E-1,6.434656680E-2,-9.862597466E0
4.723998437E0,-9.055829048E-2,6.203855574E-2,-9.872673035E0
4.727998437E0,-1.107366160E-1,6.971915066E-2,-9.897448540E0
4.731998437E0,-1.121539846E-1,6.550535560E-2,-9.913537025E0
4.735998437E0,-1.276684105E-1,6.632896513E-2,-9.896623611E0
4.739998437E0,-1.354447752E-1,6.182786450E-2,-9.882048607E0
4.743998437E0,-1.374463290E-1,4.595909640E-2,-9.888187408E0
4.747998437E0,-1.240771115E-1,5.091030523E-2,-9.884432793E0
4.752000000E0,-1.015141532E-1,4.933971167E-2,-9.879826546E0
4.755998437E0,-1.102769300E-1,7.215166837E-2,-9.879319191E0
4.759998437E0,-1.213094071E-1,6.629065424E-2,-9.911124229E0
4.764000000E0,-1.180245653E-1,6.201940030E-2,-9.908824921E0
4.768000000E0,-1.081029996E-1,5.861005932E-2,-9.907484055E0
4.771998437E0,-1.186374798E-1,7.402871549E-2,-9.891634941E0
4.776001562E0,-1.205815747E-1,6.407841295E-2,-9.879184723E0
4.780000000E0,-1.262893528E-1,5.961562321E-2,-9.896566391E0
4.783998437E0,-1.131691262E-1,5.007712170E-2,-9.886223793E0
4.787998437E0,-1.260786653E-1,6.215347722E-2,-9.877163887E0
4.791998437E0,-1.273811013E-1,6.691315025E-2,-9.888972282E0
4.796000000E0,-1.095682457E-1,5.237555876E-2,-9.904687881E0
4.799998437E0,-1.127764732E-1,4.616020992E-2,-9.893684387E0
4.803998437E0,-1.274289936E-1,5.296931788E-2,-9.890150070E0
4.807998437E0,-1.199303493E-1,6.161717698E-2,-9.867951393E0
4.812000000E0,-1.064940915E-1,5.602432042E-2,-9.884912491E0
4.816000000E0,-1.298902333E-1,5.712565407E-2,-9.893224716E0
4.819998437E0,-1.220659763E-1,5.544013530E-2,-9.897821426E0
4.824000000E0,-1.242686436E-1,7.604942471E-2,-9.896815300E0
4.828000000E0,-1.162720099E-1,4.805641621E-2,-9.893568993E0
4.831998437E0,-1.276396811E-1,5.060384795E-2,-9.893396378E0
4.835998437E0,-1.180916056E-1,5.738422647E-2,-9.887353897E0
4.839998437E0,-1.240579560E-1,4.134307429E-2,-9.902830124E0
4.844000000E0,-1.060056761E-1,3.958094493E-2,-9.881923676E0
4.848000000E0,-9.768342227E-2,5.148491263E-2,-9.885964394E0
4.851998437E0,-1.110718101E-1,5.644569919E-2,-9.899765968E0
4.855998437E0,-1.251497120E-1,5.777687579E-2,-9.895293236E0
4.860000000E0,-1.279844493E-1,6.479667872E-2,-9.889498711E0
4.863998437E0,-1.245942563E-1,5.349604413E-2,-9.890303612E0
4.867998437E0,-1.231864616E-1,4.796064645E-2,-9.907119751E0
4.871998437E0,-9.921572357E-2,5.665638670E-2,-9.894354820E0
4.876006250E0,-1.189822480E-1,4.810430110E-2,-9.896998405E0
4.879998437E0,-1.096831635E-1,5.599559098E-2,-9.900809288E0
4.883998437E0,-1.167029664E-1,5.476018041E-2,-9.898434639E0
4.887998437E0,-1.246134117E-1,6.359957159E-2,-9.892007828E0
4.892000000E0,-1.269214153E-1,4.753926769E-2,-9.895044327E0
4.895998437E0,-1.251018345E-1,5.559336394E-2,-9.898050308E0
4.899998437E0,-1.341135949E-1,5.595728382E-2,-9.886683464E0
4.903998437E0,-1.261169612E-1,5.096776411E-2,-9.893166542E0
4.907998437E0,-1.123359427E-1,6.079356745E-2,-9.899967194E0
4.911998437E0,-1.148259118E-1,6.065949425E-2,-9.902667046E0
4.915998437E0,-1.127668992E-1,4.482903332E-2,-9.894163132E0
4.919998437E0,-1.222096309E-1,4.098873213E-2,-9.879558563E0
4.924000000E0,-1.269693077E-1,6.836882234E-2,-9.872424126E0
4.927998437E0,-1.136192307E-1,4.659116268E-2,-9.876455307E0
4.931998437E0,-1.182639822E-1,4.367023706E-2,-9.883503914E0
4.936000000E0,-1.194994003E-1,5.671384931E-2,-9.895848274E0
4.940000000E0,-1.225065142E-1,7.664319128E-2,-9.911162376E0
4.943998437E0,-1.121731400E-1,5.824613944E-2,-9.895675659E0
4.947998437E0,-1.189247891E-1,5.542098358E-2,-9.886003494E0
4.952000000E0,-1.212902591E-1,6.111918390E-2,-9.882411957E0
4.955998437E0,-1.154005229E-1,5.779602751E-2,-9.881665230E0
4.959998437E0,-1.185321361E-1,5.620627850E-2,-9.886952400E0
4.963998437E0,-1.159942821E-1,4.736688733E-2,-9.895876884E0
4.968000000E0,-1.158697903E-1,6.740156561E-2,-9.902197838E0
4.971998437E0,-1.154675633E-1,7.257304341E-2,-9.892170906E0
4.976004687E0,-1.317577064E-1,6.829220802E-2,-9.877355576E0
4.979998437E0,-1.310873330E-1,5.214571208E-2,-9.882536888E0
4.984000000E0,-1.305510253E-1,4.861186817E-2,-9.895474434E0
4.987998437E0,-1.265670806E-1,6.753564626E-2,-9.890782356E0
4.991998437E0,-1.204762235E-1,6.995857507E-2,-9.887372971E0
4.995998437E0,-1.184172109E-1,5.470272154E-2,-9.903816223E0
5.000000000E0,-1.178234592E-1,4.377558455E-2,-9.888263702E0
5.004000000E0,-1.235120744E-1,5.589982122E-2,-9.898108482E0
5.007998437E0,-1.086488739E-1,4.748180881E-2,-9.899554253E0
5.011998437E0,-1.143183410E-1,5.824613944E-2,-9.884806633E0
5.016000000E0,-1.136096567E-1,6.793786585E-2,-9.887133598E0
5.019998437E0,-1.195951626E-1,5.845683068E-2,-9.875085831E0
5.023998437E0,-1.158314794E-1,6.948930770E-2,-9.890954971E0
5.027998437E0,-1.113016531E-1,7.018841803E-2,-9.889479637E0
5.032000000E0,-1.221330166E-1,5.372588709E-2,-9.898482323E0
5.035998437E0,-1.088021025E-1,5.907932296E-2,-9.880563736E0
5.039998437E0,-1.227746680E-1,6.621403992E-2,-9.894009590E0
5.043998437E0,-1.215488315E-1,6.407841295E-2,-9.884087563E0
5.048000000E0,-1.128818244E-1,5.492299050E-2,-9.891040802E0
5.051998437E0,-1.080551147E-1,3.696647286E-2,-9.903375626E0
5.055998437E0,-1.246325597E-1,5.064215511E-2,-9.894594193E0
5.059998437E0,-1.258583963E-1,5.882074684E-2,-9.887363434E0
5.064000000E0,-1.303116083E-1,5.211698264E-2,-9.897179604E0
5.067998437E0,-1.259158552E-1,6.564901024E-2,-9.899967194E0
5.071998437E0,-1.249294430E-1,6.455725431E-2,-9.897745132E0
5.075998437E0,-1.145481840E-1,5.209782720E-2,-9.886875153E0
5.080000000E0,-1.197866946E-1,4.705084860E-2,-9.878907204E0
5.083998437E0,-1.115027592E-1,5.424303561E-2,-9.884922028E0
5.087998437E0,-1.046649218E-1,6.336015463E-2,-9.899391174E0
5.091998437E0,-1.111388430E-1,6.996814907E-2,-9.895282745E0
5.096000000E0,-1.170668900E-1,6.013277173E-2,-9.894968033E0
5.099998437E0,-1.013896540E-1,4.786488041E-2,-9.891682625E0
5.103998437E0,-1.157261357E-1,5.179136992E-2,-9.893712997E0
5.108000000E0,-1.157740206E-1,7.001603395E-2,-9.881320000E0
5.112000000E0,-1.066377386E-1,5.645527691E-2,-9.882909775E0
5.115998437E0,-1.159368232E-1,5.771941319E-2,-9.895494461E0
5.119998437E0,-1.193653196E-1,6.304412335E-2,-9.899880409E0
5.124000000E0,-1.177947223E-1,5.186798424E-2,-9.890284538E0
5.128000000E0,-1.215967163E-1,5.822698772E-2,-9.875363350E0
5.131998437E0,-1.137533113E-1,4.268382490E-2,-9.851536751E0
5.135998437E0,-1.136862710E-1,4.153461009E-2,-9.901268959E0
5.140000000E0,-9.413043410E-2,6.472006440E-2,-9.917406082E0
5.144000000E0,-1.287122816E-1,6.553408504E-2,-9.894909859E0
5.147998437E0,-1.189056337E-1,5.091987923E-2,-9.865729332E0
5.151998437E0,-1.038413197E-1,5.154237524E-2,-9.905138016E0
5.156000000E0,-1.096735895E-1,4.587290436E-2,-9.915643692E0
5.159998437E0,-1.123359427E-1,5.777687579E-2,-9.850330353E0
5.163998437E0,-1.341710687E-1,6.741113961E-2,-9.851058006E0
5.167998437E0,-1.070208102E-1,5.730761215E-2,-9.900905609E0
5.172000000E0,-9.917741269E-2,4.933971167E-2,-9.934759140E0
5.176000000E0,-1.334049255E-1,6.563943624E-2,-9.904535294E0
5.179998437E0,-1.348701566E-1,7.799351215E-2,-9.877135277E0
5.183998437E0,-1.273906827E-1,6.449022144E-2,-9.881923676E0
5.188000000E0,-1.115314960E-1,4.080677405E-2,-9.913001060E0
5.191998437E0,-9.430281818E-2,3.899675608E-2,-9.889939308E0
5.196000000E0,-1.147301495E-1,6.914454699E-2,-9.843520164E0
5.199998437E0,-1.180820316E-1,5.614881963E-2,-9.880467415E0
5.204000000E0,-1.008054689E-1,6.553408504E-2,-9.899334908E0
5.207998437E0,-1.267298758E-1,6.434656680E-2,-9.893491745E0
5.211998437E0,-1.193461716E-1,4.960786179E-2,-9.892736435E0
5.215998437E0,-1.057183668E-1,7.597281039E-2,-9.917721748E0
5.220000000E0,-1.275151819E-1,8.214027435E-2,-9.919244766E0
5.223998437E0,-1.353011280E-1,5.090072751E-2,-9.880544662E0
5.227998437E0,-1.050479934E-1,6.223009154E-2,-9.884241104E0
5.231998437E0,-1.103248149E-1,6.943184882E-2,-9.895149231E0
5.236000000E0,-1.200548485E-1,5.118803307E-2,-9.840465546E0
5.239998437E0,-1.253603995E-1,6.551493704E-2,-9.831884384E0
5.243998437E0,-1.197771206E-1,6.009446457E-2,-9.903433800E0
5.247998437E0,-1.168849245E-1,5.046977103E-2,-9.949363708E0
5.252000000E0,-1.315757483E-1,7.960242033E-2,-9.915987968E0
5.255998437E0,-1.415260434E-1,9.018479288E-2,-9.880200386E0
5.259998437E0,-1.136479676E-1,6.366661191E-2,-9.874665260E0
5.264000000E0,-1.079497710E-1,4.832456633E-2,-9.910319328E0
5.268000000E0,-1.219031736E-1,3.439031169E-2,-9.883111000E0
5.271998437E0,-1.012843102E-1,3.713885322E-2,-9.831157684E0
5.276004687E0,-1.158410534E-1,5.117845535E-2,-9.872969627E0
5.280000000E0,-1.122497544E-1,4.430230707E-2,-9.946691513E0
5.284000000E0,-1.059673727E-1,4.973235726E-2,-9.926906586E0
5.287998437E0,-1.354926676E-1,7.711245120E-2,-9.875459671E0
5.291998437E0,-1.300817728E-1,6.681738049E-2,-9.850885391E0
5.296000000E0,-1.189056337E-1,3.620990738E-2,-9.871609688E0
5.299998437E0,-1.274289936E-1,3.048297763E-2,-9.883752823E0
5.303998437E0,-1.261169612E-1,4.927267134E-2,-9.858891487E0
5.307998437E0,-1.225927025E-1,4.672523960E-2,-9.900032997E0
5.312000000E0,-1.147301495E-1,6.582139432E-2,-9.940399170E0
5.315998437E0,-1.083136797E-1,6.433699280E-2,-9.921676636E0
5.319998437E0,-1.185608655E-1,5.633077770E-2,-9.897400856E0
5.323998437E0,-1.027304083E-1,6.331226975E-2,-9.866936684E0
5.328000000E0,-1.021653712E-1,5.481764302E-2,-9.862932205E0
5.331998437E0,-1.115506440E-1,4.451299831E-2,-9.874262810E0
5.335998437E0,-1.168657765E-1,3.857537732E-2,-9.902102470E0
5.339998437E0,-1.309149414E-1,6.273765862E-2,-9.897457123E0
5.344000000E0,-1.308383346E-1,7.577169687E-2,-9.903194427E0
5.347998437E0,-1.197675467E-1,5.182967708E-2,-9.913489342E0
