"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.848510000E-1,-1.274090377E-3,6.632251316E-4,-9.599310579E-4
7.888494370E-1,-1.221730490E-3,1.745329209E-4,-1.169370604E-3
7.928494370E-1,-7.504915702E-4,2.094395168E-4,-7.679448463E-4
7.968510000E-1,-3.316125658E-4,-6.981316983E-5,-6.632251316E-4
8.008494370E-1,-8.203047328E-4,-5.934119690E-4,-7.853981806E-4
8.048494370E-1,-1.850049011E-3,-1.396263397E-4,-8.203047328E-4
8.088494370E-1,-4.712388909E-4,-3.141592606E-4,-8.377580671E-4
8.128510000E-1,-1.047197584E-4,6.981316983E-5,-1.134464052E-3
8.168494370E-1,-9.075712296E-4,1.745329209E-4,-1.518436475E-3
8.208494370E-1,-9.773843922E-4,-6.981316983E-5,-4.188790335E-4
8.248510000E-1,-1.291543595E-3,-4.537856148E-4,-4.188790335E-4
8.288510000E-1,-1.221730490E-3,3.490658492E-5,-7.330382941E-4
8.328494370E-1,-1.047197497E-3,1.221730490E-3,-8.028514567E-4
8.368510000E-1,-1.466076588E-3,7.853981806E-4,-1.134464052E-3
8.408494370E-1,-3.665191471E-4,-1.117010717E-3,-1.064650831E-3
8.448510000E-1,-3.228859045E-3,2.111848444E-3,-8.901178953E-4
8.488494370E-1,2.757620299E-3,2.617993741E-4,-1.151917269E-3
8.528510000E-1,8.726646192E-4,8.377580671E-4,-1.064650831E-3
8.568494370E-1,-1.396263367E-3,5.235987483E-4,-8.901178953E-4
8.608510000E-1,-1.553343027E-3,6.108652451E-4,-1.605702913E-3
8.648494370E-1,-2.443460980E-4,1.745329246E-5,-1.483529806E-3
8.688494370E-1,8.726646047E-5,1.745329246E-5,-2.513274085E-3
8.728494370E-1,-4.014257283E-4,-8.726646192E-4,-1.274090377E-3
8.768510000E-1,5.235987919E-5,2.268928074E-4,-9.424777818E-4
8.808494370E-1,-1.221730490E-4,6.981316983E-5,-1.308996929E-3
8.848494370E-1,-5.288347602E-3,1.256637042E-3,-1.117010717E-3
8.888494370E-1,-4.363323096E-4,-3.717551241E-3,-9.075712296E-4
8.928510000E-1,-1.466076588E-3,1.291543595E-3,-1.151917269E-3
