-1.0999999940000001e-07,2.999999851e-08,-1.1819999670000001e-05
-2.1900000048000004e-06,-8.2999998118e-07,-3.2509998987e-05
-5.1900000306e-06,-7.099999492700001e-07,-6.4039997774e-05
-9.0100000604e-06,2.7000001873999977e-07,-0.000105429996575
-1.43800000652e-05,1.9899999869499993e-06,-0.00015667999538999998
-2.02300000462e-05,3.519999963559999e-06,-0.00021680999402099997
-2.64900000292e-05,4.909999945169999e-06,-0.00028581999246799996
-3.3900000014199996e-05,5.389999982479999e-06,-0.00036468999092899995
-4.22699999517e-05,5.920000016339999e-06,-0.00045342998882899995
-5.06399998892e-05,6.490000049189999e-06,-0.000551049986545
-5.902999982619e-05,7.100000081029999e-06,-0.0006575499840769999
-6.666999977998e-05,8.540000099869999e-06,-0.0007739099816229999
-7.450999971997e-05,1.1410000110709999e-05,-0.000899149978985
-8.251999965056e-05,1.233000008155e-05,-0.001033269976163
-9.068999957715e-05,1.3250000052390001e-05,-0.0011762699731569998
-9.823999953254e-05,1.4200000021740001e-05,-0.0013281499699669998
-0.00010607999948423,1.5189999990080001e-05,-0.0014869499669429998
-0.00011415999942402,1.6959999937220002e-05,-0.0016526699640849998
-0.00012340999933181,1.854999988746e-05,-0.0018262899608459998
-0.00013282999923020002,2.0809999817100002e-05,-0.002008789957423
-0.00014239999912989002,2.2849999747940003e-05,-0.0021991899536189996
-0.00015210999902458,2.5509999649980004e-05,-0.0023994499498289994
-0.00016270999889747,2.7919999557620005e-05,-0.0026076199458269994
-0.00017327999877185,3.0159999474660004e-05,-0.0028236899414439995
-0.00018457999861683,3.226999939130001e-05,-0.0030457099368259993
-0.00019571999846581,3.502999927474001e-05,-0.0032746599317979995
-0.00020677999831680998,3.652999915618001e-05,-0.0035124999267559997
-0.00021779999816881997,3.7819999045120006e-05,-0.0037582499215019997
-0.00022881999802082997,3.895999893276001e-05,-0.004011899915867
-0.00024061999785163996,3.999999882729001e-05,-0.00427345991002
-0.00025129999772245,4.098999872527001e-05,-0.004541949903763
-0.00026188999759481,4.195999862376001e-05,-0.004817359897672
-0.00027242999747062,4.366999852245001e-05,-0.005099689891747
-0.00028367999735103,4.596999839674001e-05,-0.005388949885412
-0.00029567999721464,4.8009998270330013e-05,-0.005686119878865001
-0.00030752999707695,4.9089998191420014e-05,-0.005991199872106
-0.00032004999691866,5.0959998074410016e-05,-0.006304189865135
-0.00033235999676787,5.2699997957000015e-05,-0.006624109857754
-0.00034451999661578003,5.4339997846480014e-05,-0.0069519398501610005
-0.00035651999646769,5.495999779196002e-05,-0.007286699842158
-0.00036841999632649,5.555999773795002e-05,-0.0076283798343210005
-0.00037948999619829,5.5389997688140024e-05,-0.007977959826103
-0.00039066999606949,5.538999762893002e-05,-0.008334459818050999
-0.00040195999594008997,5.5549997565720024e-05,-0.008699839809814999
-0.00041336999580479,5.659999748071003e-05,-0.009072139801744998
-0.00042489999566359,5.759999739915003e-05,-0.009452339793293999
-0.00043582999551719,5.857999731810003e-05,-0.009837499784612999
-0.00044628999537758997,5.8769997275150027e-05,-0.010231539775747998
-0.00045808999519699,6.011999721720003e-05,-0.010633479766501999
-0.00047171999488839,6.085999717105003e-05,-0.011043319756874998
-0.00048597999458058997,6.259999710250003e-05,-0.011459109747012997
-0.00049999999428469,6.511999701275003e-05,-0.011881829736740996
-0.00051539999397279,6.749999692800003e-05,-0.012312459726256997
-0.00052962999369289,6.977999685014003e-05,-0.012750019715362996
-0.00054373999341889,7.271999676868003e-05,-0.013193529704233996
-0.0005577799931473901,7.543999668842002e-05,-0.013643969692694996
-0.00057107999287569,7.870999660516002e-05,-0.014099369680925995
-0.00058380999264099,8.165999653000002e-05,-0.014561689669322994
-0.00059685999239819,8.510999644364003e-05,-0.015029949657687993
-0.0006112099920893901,8.905999634608002e-05,-0.015506109645671994
-0.0006258799917724901,9.252999627232002e-05,-0.015988209633623993
-0.0006399099914717901,9.647999617476001e-05,-0.016477229621741994
-0.0006552599911640901,9.993999607140001e-05,-0.016973169610025995
-0.0006709599908438901,0.00010388999597384002,-0.017475049598277996
-0.0006860499905354901,0.00010834999584808001,-0.017982869586497995
-0.0007005299902388901,0.00011430999568832001,-0.018499569574533994
-0.0007163499899012901,0.00012078999552996001,-0.019022209562537994
-0.0007315599895754901,0.0001258199954136,-0.019550789550509994
-0.0007461799892740902,0.00012942999528824,-0.020085309538449996
-0.0007611899889620902,0.00013261999517788002,-0.020626749526555997
-0.0007775699886510902,0.00013439999513452,-0.021175109514827997
-0.0007943499883124902,0.00013770999500716002,-0.021730389503265998
-0.0008115399879758902,0.00013962999491280001,-0.022292589491869998
-0.0008291399876412903,0.00014211999478144002,-0.022860729480442
-0.0008471599872916902,0.00014421999466068,-0.02343578946918
-0.0008656099869100903,0.00014690999451552,-0.024017769458084
-0.0008844899864964902,0.00014923999437656,-0.024606669447154
-0.0009028299861154902,0.0001502399942616,-0.02520248943639
-0.0009206499857330903,0.00015088999415914002,-0.025806209425245
-0.0009389199853312903,0.00015121999406478003,-0.026416849414266
-0.0009586199849214903,0.00015317999399542002,-0.027034409403453
-0.0009797399845206903,0.00015678999391706002,-0.027658889392806
-0.0010003299841354902,0.00016107999380110001,-0.028290289382324998
-0.0010223399837592903,0.00016508999369514003,-0.028928609372009997
-0.0010438199833986903,0.00016784999366418002,-0.029573849361860995
-0.0010657499830186903,0.00017035999363882001,-0.030225029351679995
