"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.452851000E0,8.185594343E-3,9.145525284E-3,1.483529806E-3
1.456851000E0,6.300638430E-3,8.621926419E-3,1.012290944E-3
1.460851000E0,4.607669078E-3,5.916666240E-3,9.075712296E-4
1.464851000E0,3.403391922E-3,5.061454605E-3,-1.745329246E-5
1.468851000E0,3.996803891E-3,4.991641734E-3,1.745329209E-4
1.472851000E0,4.153883550E-3,5.724680144E-3,5.235987483E-4
1.476851000E0,6.457718089E-3,7.120943163E-3,4.712388909E-4
1.480851000E0,5.550147034E-3,7.487462368E-3,3.141592606E-4
1.484851000E0,6.370451767E-3,7.120943163E-3,-1.745329246E-5
1.488851000E0,5.375613924E-3,7.487462368E-3,1.745329246E-5
1.492851000E0,4.660028964E-3,6.073745899E-3,1.919862116E-4
1.496851000E0,4.328416660E-3,4.363323096E-3,6.806784077E-4
1.500851000E0,2.879793290E-3,1.640609466E-3,3.665191471E-4
1.504851000E0,3.403391922E-3,1.989675453E-3,2.792526793E-4
1.508851000E0,2.652900526E-3,3.892084118E-3,5.585053586E-4
1.512851000E0,4.398229532E-3,5.585053470E-3,4.712388909E-4
1.516851000E0,5.166174378E-3,5.881759338E-3,3.141592606E-4
1.520851000E0,4.904375412E-3,3.996803891E-3,-1.745329209E-4
1.524851000E0,3.647738136E-3,3.508111695E-3,-2.967059845E-4
1.528851000E0,3.752457909E-3,4.886921961E-3,-1.745329209E-4
1.532851000E0,4.852015525E-3,7.051130291E-3,0.000000000E0
1.536851000E0,4.066617228E-3,6.562437862E-3,1.745329209E-4
1.540851000E0,4.625122529E-3,4.031710327E-3,2.268928074E-4
1.544851000E0,3.106686054E-3,3.071779385E-3,6.981316837E-4
1.548851000E0,2.408554312E-3,2.670353744E-3,-3.665191471E-4
1.552851000E0,2.984513063E-3,3.909537569E-3,-5.235987919E-5
1.556851000E0,4.939281847E-3,5.148721393E-3,1.570796303E-4
1.560851000E0,5.602506921E-3,5.916666240E-3,2.268928074E-4
1.564851000E0,4.415682983E-3,5.672320258E-3,5.410520826E-4
1.568851000E0,3.368485486E-3,4.555309191E-3,4.712388909E-4
1.572851000E0,4.886921961E-3,3.804817796E-3,7.504915702E-4
1.576851000E0,3.630284918E-3,4.206243437E-3,3.839724232E-4
1.580851000E0,3.455751808E-3,4.468042869E-3,2.792526793E-4
1.584851000E0,3.857177682E-3,4.084070213E-3,-3.316125658E-4
1.588851000E0,4.869468510E-3,5.480333697E-3,-1.919862116E-4
1.592851000E0,6.492624991E-3,7.958701812E-3,4.363323096E-4
1.596851000E0,7.365289610E-3,8.604473434E-3,9.075712296E-4
1.600851000E0,5.340707488E-3,1.132718660E-2,1.308996929E-3
1.604851000E0,2.391101094E-3,1.144936029E-2,9.773843922E-4
1.608851000E0,4.031710327E-3,7.260569837E-3,4.363323096E-4
1.612851000E0,3.857177682E-3,6.771877408E-3,7.504915702E-4
1.616851000E0,5.009094719E-3,7.382742595E-3,3.839724232E-4
1.620851000E0,5.026548170E-3,8.761553094E-3,7.330382941E-4
1.624851000E0,7.435102481E-3,1.213003788E-2,3.665191471E-4
1.628851000E0,9.861109778E-3,1.391027402E-2,2.792526793E-4
1.632851000E0,9.442231618E-3,1.256637089E-2,4.014257283E-4
1.636851000E0,9.634217247E-3,1.146681327E-2,2.967059845E-4
1.640851000E0,7.120943163E-3,1.087340154E-2,1.047197584E-4
1.644851000E0,8.133234456E-3,1.253146399E-2,2.094395168E-4
1.648851000E0,1.019272301E-2,1.537635084E-2,2.443460980E-4
1.652851000E0,1.043706853E-2,1.685987972E-2,2.443460980E-4
1.656851000E0,1.005309634E-2,1.605702937E-2,5.410520826E-4
1.660851000E0,9.634217247E-3,1.492256485E-2,7.853981806E-4
1.664851000E0,9.232792072E-3,1.389282104E-2,5.410520826E-4
1.668851000E0,9.285151958E-3,1.450368576E-2,3.141592606E-4
1.672851000E0,9.738937020E-3,1.513200440E-2,5.585053586E-4
1.676851000E0,8.813912980E-3,1.410226058E-2,4.886921961E-4
